Year,Team,Conf,Seed,Wins,Losses,KenPom,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM,AdjO_rank,AdjD_rank,AdjT_rank,Luck_rank,SOS AdjEM_rank,OppO_rank,OppD_rank,NCSOS AdjEM_rank
2018,Virginia Tech,ACC,8,21,12,33,16.22,115.5,99.3,68.7,-0.018,8.16,109.5,101.4,-9.68,27,67,148,228,51,45,49,344
2018,Baylor,B12,,19,15,34,16.08,111.7,95.6,66.7,-0.079,10.17,111.2,101,-3.72,62,22,245,335,19,13,37,283
2018,Notre Dame,ACC,,21,15,35,15.88,115.1,99.2,65.3,-0.058,8.8,110.1,101.3,-1.55,33,66,312,306,41,37,46,199
2018,Loyola Chicago,MVC,11,30,5,36,15.62,111.6,96,65,0.075,0.97,104,103.1,-5.64,63,27,318,25,123,203,76,315
2018,Texas,B12,10,19,15,37,15.53,109.7,94.1,65.2,-0.03,11.97,111.7,99.7,2.14,90,12,315,262,2,5,6,98
2018,Miami FL,ACC,6,22,10,38,15.47,113,97.5,67,0.017,8.22,109.4,101.1,-3.72,54,47,232,129,50,48,41,284
2018,Kansas St.,B12,9,24,11,39,15.25,110.7,95.5,65.5,0.066,8.95,111.1,102.1,-6.38,74,20,303,37,39,17,64,324
2018,Arkansas,SEC,7,23,12,40,14.9,116.7,101.8,69.6,0.059,10.2,110.7,100.5,1.03,19,106,93,57,17,25,20,139
2018,Missouri,SEC,8,20,13,41,14.9,112,97.1,65.6,-0.025,9.71,110,100.3,1.03,59,41,296,250,28,38,15,138
2018,Maryland,B10,,19,13,42,14.74,114.2,99.4,66.3,-0.046,8,108.8,100.8,-4.12,43,69,266,287,53,60,32,292
2018,Davidson,A10,12,21,12,43,14.74,117.1,102.4,64.4,-0.063,2.23,105.9,103.6,1.5,16,119,332,318,101,117,91,118
2018,Syracuse,ACC,11,23,13,44,14.66,106.8,92.2,63,0.033,9.44,111.3,101.8,-0.12,139,5,345,95,32,10,56,166
2018,North Carolina St.,ACC,9,21,12,45,14.58,116.5,102,71.4,-0.001,7.85,108.8,101,-9.58,22,107,40,183,54,61,36,342
2018,Middle Tennessee,CUSA,,25,8,46,14.46,111.4,96.9,66.5,0.008,3.44,107.5,104.1,7.8,66,36,259,155,87,78,103,13
2018,USC,P12,,24,11,47,14.33,114.6,100.3,67.7,-0.005,5.01,108.3,103.3,1.64,41,84,198,190,74,67,82,113
2018,Oklahoma,B12,10,18,14,48,14.24,114.8,100.6,75.5,-0.008,11.88,111.5,99.7,2.07,38,86,4,200,3,7,5,101
2018,San Diego St.,MWC,11,22,11,49,14.2,110.6,96.4,68.8,-0.032,3.66,107.5,103.9,-0.51,76,30,143,265,82,76,94,174
2018,Arizona St.,P12,11,20,12,50,14.03,116.8,102.8,71.3,-0.083,5.48,107.5,102,1.27,18,126,44,340,69,77,62,126
2018,Rhode Island,A10,7,26,8,51,13.97,111.3,97.3,68.3,0.063,3.59,107.8,104.2,3.95,69,42,172,44,83,75,105,65
2018,Marquette,BE,,21,13,52,13.7,119,105.3,69.6,0.032,9.78,111,101.3,-0.44,14,177,99,96,25,19,45,172
2018,Alabama,SEC,9,20,16,53,13.64,109,95.3,68.7,0.017,11.5,111.2,99.7,2.78,102,18,145,131,5,14,4,85
2018,Oklahoma St.,B12,,20,14,54,13.59,111.7,98.1,68.8,-0.001,9.68,111.1,101.5,-5.16,60,53,141,182,29,15,50,309
2018,Western Kentucky,CUSA,,25,10,55,13.56,113.7,100.1,68.7,-0.005,2.35,106.3,104,3.8,48,81,146,192,99,108,98,67
2018,UCLA,P12,11,21,12,56,13.37,115,101.6,70.3,-0.027,6.37,108.3,101.9,3.05,35,104,69,257,63,70,57,82
2018,Nebraska,B10,,22,11,57,13.18,110.6,97.5,67.4,0.055,6.88,108.4,101.5,-3.24,75,45,214,60,58,64,52,266
2018,New Mexico St.,WAC,12,28,6,58,13.12,108.2,95.1,68.4,0.027,-1.14,104.3,105.4,3.97,115,16,164,106,167,189,153,63
2018,Mississippi St.,SEC,,24,11,59,12.94,110.3,97.4,67.5,0.046,6.38,108.3,101.9,-10.54,78,43,211,68,62,66,59,345
2018,Boise St.,MWC,,23,9,60,12.9,110,97.1,68.8,-0.006,2.33,106.8,104.4,-1.86,82,40,142,193,100,100,116,213
2018,LSU,SEC,,18,14,61,12.57,115.3,102.7,68.5,-0.02,8.43,110,101.6,-2.9,31,124,161,233,47,39,53,250
2018,Murray St.,OVC,12,26,6,62,12.17,113,100.9,67.2,-0,-3.51,103,106.5,-1.06,53,93,220,179,243,258,223,185
2018,Providence,BE,10,21,14,63,11.94,109,97,67.1,0.074,10.48,111.7,101.2,-1.35,100,38,221,27,14,4,44,193
2018,Georgia,SEC,,18,15,64,11.89,107.8,96,64.3,0.01,10.46,111.3,100.8,0.82,122,26,334,145,15,11,30,143
2018,Old Dominion,CUSA,,25,7,65,11.81,108.8,97,64.4,0.041,-1.48,104.4,105.9,-3.37,106,37,330,77,177,183,178,273
2018,Buffalo,MAC,13,27,9,66,11.65,115,103.3,72.6,0.006,0.13,105.3,105.2,3.96,34,136,17,159,137,142,145,64
2018,Utah,P12,,20,11,67,11.43,111.4,100,65.6,0.021,5.17,108.3,103.1,-1.14,67,78,299,123,73,68,80,186
2018,St. Bonaventure,A10,11,26,8,68,11.2,110.9,99.7,69.4,0.078,2.88,107.2,104.3,1.26,73,72,104,22,93,86,112,127
2018,Louisiana Lafayette,SB,,27,7,69,11.13,112.9,101.7,70.6,0.033,-2.53,103.6,106.2,-0.61,56,105,58,94,215,225,196,177
2018,BYU,WCC,,24,11,70,10.95,108.8,97.9,67.8,0.006,1.15,106.9,105.7,-2.09,105,51,190,162,119,95,171,221
2018,Wisconsin,B10,,15,18,71,10.44,109.8,99.4,62.7,-0.068,9.72,111,101.2,-0.05,84,68,347,325,27,21,43,162
2018,Indiana,B10,,16,15,72,10.3,109.5,99.2,66.6,-0.025,7.78,109.8,102,-2.59,92,65,251,253,55,43,61,240
2018,Montana,BSky,14,26,8,73,10.24,108.9,98.7,68,-0,-1.98,104.1,106.1,2.12,103,57,183,178,191,193,195,100
2018,Vermont,AE,,27,8,74,10.22,113.9,103.7,64,-0.009,-2.88,102.7,105.6,4.63,45,143,338,203,225,273,161,49
2018,Boston College,ACC,,19,16,75,10.2,113.3,103.1,70.1,0.004,8.56,109.3,100.7,-7.06,51,129,73,169,45,50,25,335
2018,Oregon,P12,,23,13,76,10.13,111.3,101.2,67.3,0.004,3.48,108,104.6,-5.96,70,98,217,163,86,73,118,318
2018,South Dakota St.,Sum,12,28,7,77,10.12,113.9,103.8,70.5,0.097,-0.07,106,106.1,3.64,46,148,61,13,141,114,190,73
2018,Fresno St.,MWC,,21,11,78,10.12,109.9,99.7,66.6,-0.057,0.97,106,105.1,-6.19,83,73,253,304,122,113,137,321
2018,St. John's,BE,,16,17,79,10.08,106.5,96.4,69.3,-0.016,11.01,111.7,100.6,3.13,141,31,109,223,11,6,24,79
2018,South Carolina,SEC,,17,16,80,10.01,105.8,95.8,68.6,0.003,9.81,110.2,100.4,0.91,158,25,150,172,24,34,16,141
2018,South Dakota,Sum,,26,9,81,9.67,109.1,99.5,70.9,-0.048,-3.07,104.8,107.8,-1.69,99,70,51,293,235,169,291,206
2018,UNC Greensboro,SC,13,27,8,82,9.63,105.3,95.6,65.2,-0.024,-4.1,104.1,108.2,-3.16,169,23,316,245,261,200,311,263
2018,Belmont,OVC,,24,9,83,9.11,112.9,103.8,66.9,-0.004,-3.15,103.3,106.4,1.44,55,149,237,187,237,243,214,122
2018,SMU,Amer,,17,16,84,8.57,109.7,101.1,64.3,-0.102,2.46,105.5,103.1,-3.87,88,97,335,347,98,132,77,286
2018,Stanford,P12,,19,15,85,8.3,108.2,99.9,70.9,0.026,6,109.1,103.1,3.7,116,75,52,109,66,52,79,71
2018,Temple,Amer,,17,16,86,8.29,108.5,100.2,67.6,0.028,8.54,109,100.5,9.1,111,83,205,105,46,55,19,9
2018,Utah Valley,WAC,,23,10,87,8.28,110.6,102.3,68.2,0.009,-2.01,102.7,104.7,1.5,77,114,181,152,192,274,122,119
2018,Northwestern,B10,,15,17,88,8.22,109.2,101,63.9,-0.068,8.57,109,100.4,-1.89,98,95,340,326,44,57,17,214
2018,Vanderbilt,SEC,,12,20,89,8.12,115.5,107.4,65.8,-0.08,11.36,111.1,99.7,4.48,28,216,289,336,7,16,7,52
2018,Wake Forest,ACC,,11,20,90,8.04,111.1,103.1,69.4,-0.12,9.23,109.5,100.2,-1.27,72,130,103,350,37,46,13,191
2018,Iowa,B10,,14,19,91,7.85,116.6,108.7,70.3,-0.09,8.03,109.3,101.2,-4.08,21,249,71,341,52,51,42,291
2018,East Tennessee St.,SC,,25,9,92,7.78,105.6,97.8,67.6,-0,-3.83,103.9,107.7,-1.55,165,50,202,181,253,210,283,200
2018,Furman,SC,,23,10,93,7.76,109.3,101.5,68.6,-0.005,-4.1,103.4,107.5,-0.54,97,102,152,191,262,233,275,175
2018,Northern Kentucky,Horz,,22,10,94,7.67,107.6,99.9,68.6,-0.073,-4.28,102.6,106.9,2.18,126,76,156,332,269,276,244,97
2018,Northeastern,CAA,,23,10,95,7.35,108,100.6,66.9,0.03,-1.16,106.4,107.5,4.22,119,89,234,99,168,104,272,57
2018,Bucknell,Pat,14,25,10,96,7.31,109.7,102.4,71.4,0.006,-4.25,103,107.2,5.88,89,115,41,161,267,260,260,31
2018,Georgetown,BE,,15,15,97,7.1,109.8,102.7,70.4,-0.046,6.06,108.4,102.3,-17.99,85,122,64,286,65,65,69,351
2018,Georgia St.,SB,15,24,11,98,6.92,109,102,66.7,-0.015,-2.42,103.6,106,-3.08,101,108,244,220,206,229,186,260
2018,Oregon St.,P12,,16,16,99,6.91,108.5,101.6,65.5,-0.083,3.02,107.4,104.4,-7.19,113,103,306,339,89,82,113,336
2018,DePaul,BE,,11,20,100,6.75,104.5,97.8,69.8,-0.103,9.61,111.3,101.7,-4.3,182,49,89,348,30,9,55,296
2018,Washington,P12,,21,12,101,6.74,105.7,99,69.8,0.09,4.26,108.1,103.9,-0.25,160,62,87,19,79,72,93,167
2018,Iowa St.,B12,,13,18,102,6.65,110.1,103.5,68.9,-0.009,10.89,110.7,99.8,-3.07,80,138,130,201,13,26,9,257
2018,New Mexico,MWC,,19,15,103,6.53,113.5,107,71.3,-0.022,2.8,106.1,103.3,1.43,50,205,43,238,96,111,84,123
2018,Illinois,B10,,14,18,104,6.47,109.7,103.2,69.9,-0.093,7.22,108.2,101,-3.08,86,134,82,343,57,71,38,259
2018,Mississippi,SEC,,12,20,105,6.43,111.3,104.9,70,-0.053,9.73,109.9,100.1,0.74,68,170,77,298,26,42,11,146
2018,UNLV,MWC,,20,13,106,6.42,111.5,105.1,72.3,-0.012,0.9,106.2,105.3,-5.14,64,173,21,211,125,109,150,308
2018,Marshall,CUSA,13,25,11,107,6.25,109.5,103.2,74.7,0.06,-0.11,105.6,105.7,-6.88,94,132,6,55,143,130,172,331
2018,Tulsa,Amer,,19,12,108,6.07,108.5,102.4,67.2,0.029,0.83,105.7,104.9,-1.81,112,118,219,104,127,123,131,210
2018,UAB,CUSA,,20,13,109,5.96,109.6,103.7,67.6,-0.047,-1.19,104.5,105.7,-6.9,91,142,200,291,171,179,164,333
2018,Northern Colorado,BSky,,23,12,110,5.86,107.1,101.2,71.4,-0.037,-1.55,104.9,106.4,1.48,134,99,39,274,179,163,216,120
2018,UCF,Amer,,19,13,111,5.65,99,93.4,64.4,0.062,2.65,106.8,104.1,-2.28,279,9,331,49,97,99,104,229
2018,Stephen F. Austin,Slnd,14,28,7,112,5.52,104.6,99.1,71.1,0.031,-7.13,100.8,107.9,-2.22,181,64,49,98,319,330,296,224
2018,Toledo,MAC,,23,11,113,5.39,114.1,108.7,68.4,0.049,-1.78,104.1,105.9,-1.91,44,247,165,65,184,194,180,215
2018,College of Charleston,CAA,13,26,8,114,5.16,108.9,103.7,64.9,0.035,-3.97,105,109,-7.6,104,144,323,90,257,154,333,337
2018,Colorado,P12,,17,15,115,5.14,105.1,99.9,67.8,0.068,6.24,110.2,104,0.09,174,77,195,35,64,33,99,156
2018,Saint Joseph's,A10,,16,16,116,5.04,105.7,100.7,70.5,-0.052,0.76,105.5,104.8,1.99,161,90,60,296,129,133,124,105
2018,Wyoming,MWC,,20,13,117,5.02,105.8,100.8,73.5,0.068,3.55,107.4,103.9,2.35,159,92,13,34,84,81,96,92
2018,Georgia Tech,ACC,,13,19,118,4.92,103.8,98.8,66.1,-0.022,8.22,109,100.8,-5.76,196,58,275,239,49,58,26,316
2018,Minnesota,B10,,15,17,119,4.9,108.8,103.9,69.8,-0.02,6.76,108.9,102.1,-5.02,107,152,85,234,60,59,65,304
2018,Grand Canyon,WAC,,22,12,120,4.77,102.4,97.6,69,-0.066,-6.63,100.2,106.9,-11.17,221,48,121,320,311,336,242,346
2018,Missouri St.,MVC,,18,15,121,4.59,108.4,103.8,65.4,-0.046,0.93,104,103.1,-3.07,114,151,308,288,124,204,78,258
2018,UC Santa Barbara,BW,,23,9,122,4.47,111.7,107.2,66.6,0.034,-3.57,102.1,105.7,-0.45,61,212,248,91,245,293,166,173
2018,Northern Iowa,MVC,,16,16,123,4.27,103.2,98.9,62.7,-0.032,4.45,106.9,102.5,6.03,211,61,348,266,77,93,70,29
2018,San Diego,WCC,,20,13,124,4.1,104.2,100,66.7,-0.011,-0.33,104.9,105.2,-2.8,188,79,247,209,147,165,144,247
2018,Bradley,MVC,,20,13,125,3.8,104.4,100.6,65.7,0.042,1,104.9,103.9,-4.38,185,88,290,75,121,164,95,297
2018,Penn,Ivy,16,24,9,126,3.67,103.2,99.5,68.9,0.076,-4.07,103.9,107.9,-2.89,207,71,132,23,258,211,297,248
2018,Idaho,BSky,,22,9,127,3.49,109.3,105.8,65.6,0.039,-3.94,103.3,107.3,-2.95,96,184,300,80,255,239,262,251
2018,Florida Gulf Coast,ASun,,23,12,128,3.45,107.6,104.2,71.6,-0.059,-6.89,102.6,109.5,-0.67,125,157,35,310,317,280,341,178
2018,UC Davis,BW,,22,11,129,3.32,104.4,101,66.5,0.041,-0.87,104,104.8,4.27,186,96,260,76,164,209,126,55
2018,UT Arlington,SB,,21,13,130,3.32,105.7,102.3,72.7,0.009,-1.35,104.3,105.7,-1.31,163,113,15,153,174,184,170,192
2018,Canisius,MAAC,,21,12,131,3.06,107.4,104.3,68.9,-0.034,-4.71,102.6,107.3,-2.76,132,158,131,270,277,281,263,246
2018,Rutgers,B10,,15,19,132,2.88,99.3,96.4,66,-0.043,5.46,108.3,102.8,-14.25,274,29,280,284,70,69,74,348
2018,Eastern Michigan,MAC,,22,12,133,2.8,102.9,100.1,64.9,0.004,-2.46,105.7,108.1,-2.23,214,80,321,168,211,127,307,225
2018,Evansville,MVC,,17,15,134,2.7,99.4,96.7,65.7,0.015,1.31,105.5,104.2,-3.39,271,33,295,138,114,136,107,274
2018,Southern Illinois,MVC,,20,13,135,2.69,106.2,103.5,66.6,0.073,1.22,104.7,103.5,-3.94,149,140,252,29,117,172,87,289
2018,Mercer,SC,,19,14,136,2.65,112.7,110,63.9,-0.057,-2.89,103,105.9,0.03,57,272,339,303,228,259,182,160
2018,Iona,MAAC,15,20,14,137,2.64,110.1,107.5,70.6,-0.008,-2.04,103.3,105.4,2.19,81,219,59,198,195,240,151,96
2018,Eastern Washington,BSky,,20,15,138,2.61,107.5,104.9,66.5,-0.004,0.14,105.5,105.4,6.23,129,167,256,186,136,138,152,27
2018,Utah St.,MWC,,17,17,139,2.6,107.4,104.8,66.8,-0.014,2.85,106.9,104.1,-0.91,131,163,243,215,94,94,101,183
2018,Wright St.,Horz,14,25,10,140,2.51,100.5,98,68.3,0.074,-4.09,102.7,106.8,2.22,252,52,174,26,260,270,239,95
2018,Harvard,Ivy,,18,14,141,2.39,100.8,98.4,65.5,-0.008,-0.82,105.6,106.4,3.52,247,56,302,199,162,129,215,77
2018,Indiana St.,MVC,,13,18,142,2.33,104.7,102.4,69.9,-0.097,2.92,105.2,102.3,1.68,179,116,81,346,92,147,68,112
2018,VCU,A10,,18,15,143,2.26,106.2,104,70.9,0.015,0.59,105.5,104.9,1.22,148,154,53,136,132,140,130,129
2018,UC Irvine,BW,,18,17,144,2.25,100.4,98.1,66.9,-0.025,1.3,105.9,104.6,9.21,254,54,236,251,115,116,120,8
2018,Rider,MAAC,,22,10,145,2.22,109.4,107.1,73.8,0.088,-2.7,103.3,106,0.35,95,210,8,20,218,244,185,152
2018,Jacksonville St.,OVC,,22,12,146,2.21,102,99.8,66.1,-0.014,-4.93,103.5,108.5,-9.21,231,74,277,217,281,230,320,340
2018,Illinois St.,MVC,,18,15,147,2.17,105.7,103.5,68.9,0.116,4.84,106.3,101.5,6.66,162,139,133,6,76,107,51,21
2018,Saint Louis,A10,,17,16,148,2.08,102.2,100.2,64.1,0.003,1.31,107.1,105.8,1.07,226,82,336,171,113,91,173,137
2018,San Francisco,WCC,,19,15,149,1.99,102.6,100.6,66.8,0.053,0.67,107.1,106.5,-1.51,218,87,241,61,130,87,217,196
2018,Albany,AE,,22,10,150,1.75,107.3,105.5,66.1,0.007,-6.37,101.6,108,-5.06,133,178,273,158,306,305,300,305
2018,Louisiana Tech,CUSA,,17,16,151,1.65,106.9,105.3,67.3,-0.067,-0.63,104.1,104.8,-3.29,137,176,216,324,155,192,123,268
2018,Georgia Southern,SB,,21,12,152,1.64,106.1,104.4,68.8,0.015,-2.43,103.1,105.5,-1.43,153,161,136,137,209,254,157,194
2018,Valparaiso,MVC,,15,17,153,1.64,103.1,101.5,69.7,-0.053,1.57,105.2,103.6,-2.52,213,101,91,299,110,146,89,238
2018,Towson,CAA,,18,14,154,1.26,106.2,104.9,67.9,-0.07,-2.74,105,107.7,-2.21,151,169,189,329,220,156,284,223
2018,Winthrop,BSth,,19,12,155,1.09,106.4,105.3,71.6,-0.037,-5.19,101.9,107.1,2.3,145,175,33,275,287,302,252,93
2018,La Salle,A10,,13,19,156,1.05,105,104,68.9,-0.072,1.26,105.8,104.5,2.37,175,153,128,331,116,120,117,91
2018,Wofford,SC,,21,13,157,0.97,109.5,108.5,66.1,0.043,-2.12,104.1,106.2,2.22,93,238,272,71,198,199,198,94
2018,Hofstra,CAA,,19,12,158,0.97,111.3,110.3,68.8,0.062,-1.7,105.6,107.3,2.06,71,281,135,50,182,128,268,103
2018,Drake,MVC,,17,17,159,0.89,106,105.1,68.4,0.016,2.11,105.5,103.4,-0.35,155,172,167,134,103,137,86,169
2018,Memphis,Amer,,21,13,160,0.87,107.7,106.8,66.5,0.135,0.62,104.9,104.3,-6.06,124,200,255,1,131,162,110,319
2018,Cal St. Fullerton,BW,15,20,12,161,0.85,104.1,103.2,69.6,0.097,-0.88,104,104.9,3.3,189,133,98,14,165,202,132,78
2018,Weber St.,BSky,,20,11,162,0.83,106.9,106.1,67.5,0.037,-2.89,104,106.9,0.05,138,186,206,86,230,205,246,159
2018,Central Michigan,MAC,,21,14,163,0.73,110.2,109.5,67.5,-0.022,-3.21,103.6,106.8,-9.29,79,263,212,236,238,228,234,341
2018,Portland St.,BSky,,20,14,164,0.61,108.1,107.5,74.5,0.022,-0.67,105.1,105.8,3.61,118,218,7,117,158,149,176,74
2018,UTSA,CUSA,,20,14,165,0.53,105.4,104.8,71.7,0.049,-0.7,104.2,104.9,1.41,168,166,28,66,159,191,129,124
2018,UMBC,AE,16,25,11,166,0.52,103.3,102.8,68.3,0.125,-4.27,102.9,107.2,-3.47,205,125,169,2,268,265,256,276
2018,Lipscomb,ASun,15,23,10,167,0.44,103.4,103,74.9,0.112,-4.21,103.4,107.6,5.97,203,128,5,7,266,235,279,30
2018,Fort Wayne,Sum,,18,15,168,0.44,107.9,107.4,72.5,-0.072,-2.48,104.6,107.1,-2.3,121,217,18,330,212,174,253,230
2018,Radford,BSth,16,23,13,169,0.29,103.2,102.9,63,0.063,-3.68,103.2,106.9,3.79,209,127,344,45,251,248,243,68
2018,Pacific,WCC,,14,18,170,0.18,107.1,106.9,66.2,-0.016,1.95,106.3,104.4,1.97,135,203,267,222,104,105,114,106
2018,William & Mary,CAA,,19,12,171,0.08,115.5,115.4,69.9,0.098,-0.67,105.7,106.4,3.6,29,335,78,11,157,126,207,75
2018,Dayton,A10,,14,17,172,0.04,108.5,108.5,66.2,-0.004,1.46,105.8,104.3,1.53,109,239,269,188,111,121,111,117
2018,Ball St.,MAC,,19,13,173,0.02,103.5,103.5,69.9,0.06,-1.89,104.9,106.8,-1.44,200,137,83,56,187,160,238,195
2018,Tulane,Amer,,14,17,174,0.01,107,107,69,-0.018,0.83,104.9,104,-6.2,136,208,126,225,128,166,100,322
2018,Liberty,BSth,,21,14,175,-0.44,104.5,105,63.1,-0.061,-6.4,102,108.4,-5.11,183,171,343,312,307,297,317,306
2018,Troy,SB,,16,17,176,-0.44,106.3,106.7,68.2,-0.065,-1.17,103.9,105,-0.08,147,198,176,319,169,212,136,164
2018,North Dakota St.,Sum,,15,17,177,-0.45,105.1,105.6,66.4,-0.078,-0.08,106.4,106.5,1.58,172,180,262,334,142,103,221,116
2018,Connecticut,Amer,,14,18,178,-0.47,105.1,105.6,67,0.075,5.94,107.9,101.9,4.86,173,179,233,24,68,74,58,41
2018,North Texas,CUSA,,16,17,179,-0.53,103.8,104.4,66.9,-0.036,-0.4,103.8,104.3,0.68,193,159,239,271,149,214,108,148
2018,Oakland,Horz,,19,14,180,-0.56,107.4,108,70.3,0.011,-4.66,102.6,107.3,1.39,130,230,72,144,276,277,261,125
2018,Wagner,NEC,,23,10,181,-0.6,103.2,103.8,67.6,0.07,-8.26,101.4,109.7,0,208,150,203,30,334,313,343,161
2018,Richmond,A10,,12,20,182,-0.81,107.5,108.3,67.9,-0.022,2.8,106.7,103.9,5.43,127,235,188,237,95,101,97,34
2018,Monmouth,MAAC,,11,20,183,-1.19,103.7,104.9,69.9,-0.112,-0.74,105,105.8,5.21,198,168,79,349,161,151,175,36
2018,UNC Asheville,BSth,,21,13,184,-1.59,106,107.6,69.3,0.095,-2.96,103.6,106.6,6.05,154,222,108,16,232,224,227,28
2018,Nicholls St.,Slnd,,21,11,185,-1.65,103.5,105.1,73.5,0.037,-5.65,102.1,107.7,4.13,202,174,12,84,296,294,286,59
2018,Washington St.,P12,,12,19,186,-1.77,108.5,110.3,68.2,0.004,4.39,107.3,102.9,-1.57,110,280,179,165,78,85,75,201
2018,Austin Peay,OVC,,19,14,187,-1.87,105.2,107.1,68.9,0.068,-2.5,103.4,105.9,4.32,170,209,127,32,214,236,183,54
2018,Western Michigan,MAC,,17,15,188,-1.94,106.4,108.3,67.8,0.01,-1.8,104.6,106.4,-2.56,144,234,193,148,185,176,213,239
