Year,Team,Conf,Seed,Wins,Losses,KenPom,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM,AdjO_rank,AdjD_rank,AdjT_rank,Luck_rank,SOS AdjEM_rank,OppO_rank,OppD_rank,NCSOS AdjEM_rank
2002,Mississippi,SEC,9,19,11,34,16.68,113.3,96.7,64.7,-0.04,7.32,106.1,98.8,-6.24,31,48,279,253,48,80,16,292
2002,UCLA,P10,8,21,12,35,16.34,113.7,97.3,68.1,0.048,12,110.3,98.3,8.58,27,58,167,62,6,6,10,20
2002,Georgetown,BE,,18,11,36,16.13,110.6,94.5,71.1,-0.094,5.31,105.2,99.9,-10.2,54,29,60,314,74,107,42,323
2002,California,P10,6,23,9,37,16.03,109.8,93.7,66.6,0.088,7.89,108.1,100.2,-5.85,66,25,220,12,42,35,53,285
2002,Oklahoma St.,B12,7,23,9,38,15.8,107.9,92.1,66,0.047,7.11,108.1,101,0.53,88,13,241,64,51,38,73,149
2002,Miami FL,BE,5,24,8,39,15.77,110.5,94.7,69.1,0.017,5.75,105.2,99.5,-5.04,56,30,129,118,67,108,33,273
2002,Charlotte,CUSA,9,18,12,40,15.73,114.2,98.5,66.8,-0.008,9.24,107.5,98.3,6.49,23,77,214,185,22,43,9,36
2002,Tulsa,WAC,12,26,7,41,15.59,116,100.4,69.5,0.001,2.03,103.9,101.9,-1.44,16,107,110,169,122,150,100,202
2002,Dayton,A10,,21,11,42,15.53,112.9,97.4,66.6,-0.042,2.83,104.7,101.9,1.31,35,60,222,259,107,121,99,130
2002,Minnesota,B10,,18,13,43,14.54,113.5,99,68.9,-0.045,7.29,107.6,100.3,1.34,28,85,137,264,49,42,54,129
2002,Western Kentucky,SB,9,26,4,44,14.51,110.5,96,67.5,0.06,0.23,103.3,103,0.29,55,36,192,40,150,178,138,153
2002,Utah,MWC,12,19,9,45,14.08,111.4,97.3,62.1,0.01,5.38,106.4,101,1.57,44,57,314,140,73,74,75,123
2002,Iowa,B10,,19,16,46,13.66,110.4,96.8,69,-0.06,8.62,108.5,99.9,1.48,57,51,134,288,28,26,41,127
2002,Valparaiso,MCon,13,24,8,47,13.63,111.5,97.8,68.7,-0.032,-1.66,103.2,104.8,2.06,42,65,144,239,195,183,216,110
2002,Temple,A10,,19,15,48,13.57,114,100.4,62.2,-0.038,8.04,107.7,99.7,14.74,25,112,312,250,37,41,37,2
2002,Southern Illinois,MVC,11,28,8,49,13.45,109.2,95.7,70.6,0.034,2.12,105.4,103.3,3.16,73,33,71,86,119,105,148,86
2002,Wisconsin,B10,8,18,13,50,13.22,110.7,97.5,63.3,0.049,10.57,109.1,98.6,8.49,53,61,299,60,12,16,14,22
2002,Hawaii,WAC,10,26,6,51,13.15,110.3,97.2,65.6,0.007,-0.72,103.1,103.8,-9.7,58,55,253,154,178,186,174,319
2002,Villanova,BE,,19,13,52,13.14,106.7,93.5,67.3,-0.055,6.67,106.7,100.1,-4.5,108,23,201,281,56,60,47,266
2002,Virginia,ACC,,17,12,53,12.92,112,99.1,69.4,-0.017,8,108.1,100.1,-3.62,40,87,113,197,39,37,49,251
2002,Tennessee,SEC,,15,16,54,12.67,110.9,98.2,66.7,-0.044,12.03,108.9,96.8,5.36,52,72,219,262,5,19,1,48
2002,Ball St.,MAC,,23,12,55,12.66,113.3,100.6,69.1,0.012,3.72,106,102.3,8.96,32,117,130,135,98,82,112,15
2002,Syracuse,BE,,23,13,56,12.61,106.1,93.5,69.4,-0.005,6.13,105.8,99.7,-1.37,114,22,114,178,62,91,36,199
2002,Arkansas,SEC,,14,15,57,12.56,108.8,96.2,71.9,-0.062,11.24,108.6,97.3,4.82,76,39,44,290,8,24,4,60
2002,Penn,Ivy,11,25,7,58,12.23,110.2,98,65.6,-0.019,-2.38,102.2,104.5,0.98,60,68,252,200,210,212,202,136
2002,Creighton,MVC,12,23,9,59,11.82,111.3,99.5,66.9,0.029,1.39,105,103.7,0.93,47,92,213,99,129,113,166,138
2002,Bowling Green,MAC,,23,9,60,11.76,111.3,99.6,66.6,0.021,2.13,105.9,103.7,0.85,46,94,221,111,118,90,170,142
2002,Louisville,CUSA,,19,13,61,11.74,108.1,96.4,72.6,0.008,6.99,107,100,1.75,84,44,29,149,52,52,45,117
2002,Pepperdine,WCC,10,21,9,62,11.72,111.1,99.3,72.4,0.061,3.97,105.9,101.9,11.94,49,89,33,35,95,86,102,8
2002,BYU,MWC,,17,12,63,11.55,109.2,97.7,65.4,-0.045,5.74,107,101.2,3.23,72,63,261,263,68,51,80,84
2002,Louisiana Tech,WAC,,20,10,64,11.43,110,98.6,66.3,0.002,3.23,104.2,101,3.66,61,79,231,167,102,139,74,77
2002,UNC Wilmington,CAA,13,23,10,65,11.32,107.4,96.1,63.9,-0.003,0.83,103.4,102.6,4.57,98,37,292,173,141,168,120,65
2002,LSU,SEC,,18,15,66,11.1,105.4,94.3,64.9,-0.048,6.88,106.6,99.7,-9.98,123,28,275,267,54,65,38,321
2002,Wyoming,MWC,11,22,9,67,11.01,107.8,96.7,69,0.032,3.51,105.8,102.3,-5.47,91,50,136,92,100,92,111,282
2002,Saint Joseph's,A10,,19,12,68,10.81,114.4,103.6,67.7,-0.009,4.73,106.6,101.9,5.02,22,180,184,187,84,63,101,56
2002,Arizona St.,P10,,14,15,69,10.54,108.6,98.1,71.7,-0.09,7.95,108.7,100.7,-8.12,78,69,47,312,40,22,69,308
2002,Georgia Tech,ACC,,15,16,70,10.5,111.1,100.6,70.5,-0.022,8.64,108.2,99.6,0.93,50,116,74,212,27,33,35,139
2002,Boston College,BE,11,20,12,71,9.97,109.4,99.4,69.1,0.04,6.41,105.5,99.1,-2.78,70,91,128,75,58,102,22,230
2002,Tennessee Tech,OVC,,24,7,72,9.44,109.9,100.4,67.2,0.003,-2.73,103.6,106.4,3.01,65,109,204,162,216,164,269,89
2002,South Florida,CUSA,,19,13,73,9.43,107.9,98.4,71.8,0.018,5.41,106,100.6,-0.09,87,76,46,114,71,83,67,157
2002,San Diego St.,MWC,13,21,12,74,9.29,106.9,97.6,70,0.055,5.64,106.9,101.3,0.67,104,62,93,46,70,53,82,144
2002,Utah St.,BW,,22,8,75,9.17,106.3,97.2,63.3,-0.025,-2.19,102.6,104.8,-1.62,111,56,301,215,207,203,213,207
2002,St. John's,BE,9,20,12,76,9.06,102.7,93.6,69.1,0.089,6.4,106.7,100.3,-0.79,170,24,125,11,59,61,57,182
2002,UC Santa Barbara,BW,14,19,11,77,8.87,108.2,99.3,63.4,-0.058,0.45,103.3,102.9,3.37,81,90,296,284,146,173,135,82
2002,St. Bonaventure,A10,,17,13,78,8.59,116.1,107.5,71.5,-0.03,4.47,105.7,101.2,5.86,13,249,53,235,87,97,79,43
2002,College of Charleston,SC,,20,8,79,8.41,105,96.6,62.1,-0.041,-3.2,101.2,104.4,-6.61,132,46,315,256,224,231,199,296
2002,Richmond,A10,,22,14,80,8.31,104.1,95.8,60.8,0.069,4.71,106.4,101.7,5.1,144,34,319,24,86,70,92,53
2002,UNLV,MWC,,21,11,81,8.26,109.7,101.5,72.4,0.068,4.23,105.8,101.5,-1.04,68,131,31,27,92,93,87,192
2002,Fresno St.,WAC,,19,15,82,7.82,104.4,96.5,72.4,-0.025,4.84,106.4,101.5,5.93,140,45,32,218,80,75,85,40
2002,Purdue,B10,,13,18,83,7.6,109.8,102.2,68,-0.059,8.98,108.4,99.4,5.06,67,144,171,287,24,28,30,54
2002,Seton Hall,BE,,11,18,84,7.18,105,97.9,68.6,-0.1,7.89,106.4,98.5,2.03,131,67,148,316,43,73,13,111
2002,Vanderbilt,SEC,,17,15,85,7.14,107.6,100.5,69.1,0.06,8.44,107.5,99,-3.4,93,114,132,37,30,45,20,247
2002,Saint Louis,CUSA,,15,16,86,6.91,98.1,91.2,65.3,-0.023,5.9,106.6,100.7,2.38,244,10,262,214,65,64,68,105
2002,Colorado,B12,,14,14,87,6.78,111.3,104.6,71.9,-0.027,6.35,106.9,100.6,-8.44,45,201,43,226,60,54,65,310
2002,Auburn,SEC,,12,16,88,6.61,98.6,92,70.1,-0.049,8.17,107.3,99.1,-6.32,238,12,90,269,35,49,21,293
2002,East Tennessee St.,SC,,15,10,89,6.6,106.2,99.6,73.7,-0.022,-0.28,102.6,102.9,2.71,112,95,14,211,169,198,136,96
2002,Northwestern,B10,,16,13,90,6.55,99.9,93.4,61.6,0.036,5.74,106.3,100.6,-5.39,215,21,317,85,69,76,66,280
2002,UC Irvine,BW,,20,11,91,6.47,108,101.5,64.9,0.015,-0.11,103.2,103.4,1.86,86,133,276,131,161,180,153,114
2002,New Mexico,MWC,,16,14,92,6.36,110.3,103.9,66.5,-0.023,3.76,106.1,102.4,-2.87,59,184,226,213,97,79,115,232
2002,Milwaukee,Horz,,13,13,93,6.28,104.8,98.5,71.5,-0.088,1.98,105.7,103.8,5.89,133,78,52,309,123,96,172,41
2002,Providence,BE,,15,16,94,6.19,102.9,96.7,71.1,-0.05,4.43,104.4,99.9,-4.67,165,49,58,271,88,133,43,269
2002,UAB,CUSA,,13,17,95,6.18,102.5,96.4,67.7,-0.143,2.74,104.7,102,-2.9,171,43,185,327,110,119,104,234
2002,New Mexico St.,SB,,18,11,96,5.87,109.3,103.4,68.3,-0.029,-0.48,102.9,103.3,0.97,71,176,159,231,175,191,152,137
2002,Arkansas Little Rock,SB,,16,11,97,5.75,106.8,101.1,69.1,-0.063,-1.3,100.9,102.2,-4.07,105,124,126,292,190,236,108,256
2002,Pacific,BW,,18,10,98,5.74,109.6,103.8,65.2,0.002,-1.13,102.1,103.3,0.42,69,183,265,163,185,214,146,151
2002,Washington,P10,,10,18,99,5.44,105.3,99.8,71.3,0.01,12.08,111,98.9,7.6,128,97,56,141,4,3,18,25
2002,McNeese St.,Slnd,14,20,9,100,5.39,103.2,97.8,66.2,0.023,-4.6,99.8,104.4,12.81,157,66,235,108,244,257,198,5
2002,San Diego,WCC,,14,13,101,5.21,107.7,102.5,68.9,-0.071,0.91,103.8,102.8,2.61,92,154,140,297,137,160,132,99
2002,Detroit,Horz,,18,13,102,5.01,104,99,63.3,0.051,2.37,105.2,102.9,3.03,145,86,300,56,114,109,133,88
2002,Nebraska,B12,,13,15,103,5,105.8,100.8,66.5,-0.019,5.16,106.8,101.6,-6.48,118,119,225,201,75,59,90,295
2002,Houston,CUSA,,17,15,104,4.99,108.7,103.7,66,0.064,6.12,106.5,100.3,1.53,77,182,239,28,63,68,60,125
2002,Rutgers,BE,,18,13,105,4.87,98,93.1,69.6,0.038,2.78,104,101.2,-9.89,251,19,101,80,108,147,78,320
2002,Baylor,B12,,12,16,106,4.69,108.2,103.5,68.3,-0.09,4.23,106.2,102,-6.93,80,178,160,313,93,78,103,297
2002,Louisiana Lafayette,SB,,19,11,107,4.63,99.7,95,70.6,0.054,0.18,102.8,102.6,-1.04,217,31,69,48,151,195,121,193
2002,SMU,WAC,,15,14,108,4.44,107.6,103.2,67.7,-0.025,2.92,104.8,101.8,2.29,94,167,182,217,105,118,96,106
2002,Oral Roberts,MCon,,17,13,109,4.33,105.4,101,69.4,-0.076,-3.4,102.5,105.9,-2.49,125,122,111,304,228,204,253,223
2002,TCU,CUSA,,14,15,110,4.23,110,105.8,76.5,-0.029,2.85,104.9,102,-2.37,62,222,4,232,106,116,105,221
2002,UNC Greensboro,SC,,20,11,111,4.21,103.1,98.8,68.6,0.054,-1.66,101.7,103.4,-3.79,160,84,147,49,196,223,155,253
2002,Manhattan,MAAC,,20,9,112,4.18,104.6,100.4,68.9,-0.018,-6.27,98.7,104.9,-7.83,137,111,141,198,260,280,219,306
2002,Iowa St.,B12,,12,19,113,4.16,108.1,103.9,65.2,-0.115,4.72,106.1,101.4,-7.22,85,185,267,321,85,81,83,302
2002,Southwest Missouri St.,MVC,,17,15,114,4.15,107.2,103,65.1,-0.064,-0.34,104,104.3,-1.82,100,164,272,293,171,145,194,211
2002,Ohio,MAC,,17,11,115,4.09,108.2,104.2,67.8,0.033,0.07,105.9,105.8,-2,79,192,176,89,153,87,252,216
2002,Hampton,MEAC,15,25,7,116,3.99,109.9,105.9,69.1,0.013,-8.67,98.5,107.2,0.87,64,227,127,133,291,284,292,141
2002,Marist,MAAC,,19,9,117,3.98,106.7,102.8,68.4,-0.059,-5.53,99.4,105,-4.28,107,160,157,285,253,267,221,261
2002,Illinois Chicago,Horz,15,18,14,118,3.85,108.9,105,67.5,0.04,1.84,104.3,102.4,0.67,74,208,191,74,124,137,118,145
2002,Davidson,SC,13,18,10,119,3.7,101.5,97.8,65.1,0.142,1.79,104.5,102.7,9.43,187,64,271,1,125,131,123,13
2002,Kansas St.,B12,,13,16,120,3.67,104,100.3,65.9,-0.005,5.86,108,102.1,-5.38,146,105,244,179,66,39,107,279
2002,Florida St.,ACC,,12,17,121,3.54,105.8,102.3,68.3,-0.054,7.79,108.1,100.3,-9.05,116,149,162,279,44,36,58,314
2002,VCU,CAA,,21,11,122,3.53,102.9,99.3,70.9,0.01,-2.17,100.5,102.7,-2.1,166,88,62,143,205,244,125,218
2002,Nevada,WAC,,16,13,123,3.41,103.9,100.5,71.6,0.034,2.04,104.3,102.3,-1.94,148,115,50,88,120,136,110,215
2002,Oregon St.,P10,,10,17,124,3.36,103.4,100,61.3,-0.05,8,108.9,100.9,-5.43,155,100,318,273,38,17,72,281
2002,Colorado St.,MWC,,11,18,125,3.34,103.8,100.5,66.5,-0.11,4.28,106.4,102.1,-0.49,150,113,224,319,91,72,106,172
2002,Loyola Chicago,Horz,,17,13,126,3.2,103.5,100.3,69.5,0.01,-0.59,104.3,104.9,-3.87,153,106,107,146,176,134,220,254
2002,Massachusetts,A10,,13,16,127,3.17,102,98.8,64.3,0.002,5.05,107.3,102.2,6.49,182,83,288,164,77,48,109,35
2002,Michigan,B10,,11,18,128,3.15,105.4,102.3,65.6,-0.038,8.27,108.5,100.2,-0.43,122,150,256,249,32,27,52,168
2002,Tulane,CUSA,,13,15,129,3.07,104.8,101.7,69.2,0.041,6.18,105.9,99.7,2.95,134,134,120,72,61,85,39,91
2002,Western Michigan,MAC,,17,13,130,3,107.6,104.6,66.9,0.03,-0.17,104.6,104.8,1.1,96,202,211,95,163,127,214,132
2002,Montana St.,BSky,,18,10,131,2.97,107.4,104.4,63.5,0.054,-2.3,102.4,104.7,1.71,97,198,295,50,208,206,211,119
2002,Clemson,ACC,,13,17,132,2.94,107.3,104.4,69.4,-0.038,4.8,106,101.2,-9.3,99,196,115,251,82,84,77,315
2002,George Mason,CAA,,19,10,133,2.67,104.7,102.1,67.8,0.078,-1.69,101.5,103.2,-0.92,135,143,178,17,197,229,141,185
2002,Wright St.,Horz,,17,11,134,2.67,110.9,108.3,65.2,0.033,-2.09,102.6,104.7,-7.7,51,261,266,90,203,202,208,305
2002,Georgia St.,ASun,,19,11,135,2.6,107.8,105.2,69.6,0.009,-3.4,103.1,106.5,5.05,90,212,100,147,227,188,274,55
2002,Georgia Southern,SC,,14,12,136,2.55,107,104.5,74.4,-0.051,-2.19,101.1,103.3,-5.58,103,199,9,274,206,232,151,284
2002,North Carolina,ACC,,8,20,137,2.53,105.8,103.2,70,-0.065,11.37,110.3,98.9,1.78,119,168,92,294,7,8,17,116
2002,Chattanooga,SC,,14,14,138,2.36,103.7,101.3,69.2,-0.012,1.23,103.8,102.6,4.69,151,127,119,193,131,157,119,63
2002,Miami OH,MAC,,13,18,139,2.15,105.4,103.3,60.5,-0.004,4.99,107.9,102.9,8.77,124,169,321,176,79,40,134,16
2002,Illinois St.,MVC,,17,14,140,2.14,103.1,100.9,66.1,0.072,2.03,105.6,103.5,5,159,121,237,22,121,100,160,58
2002,Arkansas St.,SB,,13,16,141,2.13,105.2,103.1,64.2,-0.135,-1.64,102,103.6,-3.55,129,165,289,326,194,217,165,249
2002,Virginia Tech,BE,,10,18,142,2.1,104.3,102.2,67.3,-0.098,4,104.3,100.3,-5.08,142,146,202,315,94,138,55,275
2002,Oakland,MCon,,16,13,143,1.91,107.6,105.7,70.3,0.033,-0.1,104.4,104.5,3.38,95,219,80,91,160,132,201,81
2002,Weber St.,BSky,,16,11,144,1.76,106.1,104.4,68.1,-0.011,-2.95,101.5,104.4,2.81,113,195,164,192,223,228,197,93
2002,Princeton,Ivy,,15,12,145,1.47,103.7,102.2,57.7,0.023,-0.74,102,102.7,4.72,152,147,325,107,179,216,126,62
2002,Murray St.,OVC,14,17,13,146,1.35,106.8,105.5,69.2,0.017,-1.74,103.4,105.1,3.98,106,215,122,115,198,170,228,76
2002,La Salle,A10,,15,17,147,1.32,103.9,102.6,66,0.034,3.26,104.7,101.5,1.96,147,157,242,87,101,122,84,112
2002,Yale,Ivy,,21,10,148,1.09,102.9,101.8,73.1,0.04,-6.19,99.8,106,-10.05,163,139,21,76,259,258,257,322
2002,UCF,ASun,,16,12,149,0.98,104.4,103.4,69.7,-0.08,-5.92,101.9,107.9,-2.68,139,174,99,305,256,220,303,228
2002,Central Connecticut,NEC,14,27,5,150,0.93,100.6,99.7,64,0.137,-11.95,97.6,109.5,-4.98,202,96,291,3,318,307,323,271
2002,The Citadel,SC,,13,12,151,0.66,105.3,104.6,67,-0.027,-2.03,100.8,102.8,-6.4,127,203,208,224,202,238,130,294
2002,Wichita St.,MVC,,15,15,152,0.61,107.8,107.2,66.9,-0.007,-0.19,103.8,104,-1.21,89,242,209,183,165,156,187,195
2002,Toledo,MAC,,16,14,153,0.4,99.1,98.7,66.2,0.068,1.51,106.5,105,5.12,229,80,233,26,127,67,224,52
2002,Rider,MAAC,,17,11,154,0.35,100.2,99.9,68.5,-0.033,-6,99.4,105.4,-5.01,207,98,154,241,257,268,237,272
2002,Delaware,CAA,,14,16,155,0.32,102.7,102.4,66.4,-0.027,-0.02,102.7,102.8,2.77,167,152,229,222,156,196,127,95
2002,San Francisco,WCC,,12,15,156,0.21,102.9,102.7,67.8,-0.027,0.62,103.9,103.3,0.56,164,158,179,221,145,153,147,148
2002,Troy St.,ASun,,18,10,157,0.15,104.2,104.1,69.1,0.044,-4.96,102.6,107.6,1.4,143,188,133,66,248,199,299,128
2002,Eastern Washington,BSky,,15,13,158,-0.02,100.2,100.2,68.9,0.053,-0.92,103.3,104.2,6.97,209,102,139,52,182,177,192,29
2002,Cal Poly,BW,,14,12,159,-0.06,102.5,102.6,68.3,0.006,-1.98,101.8,103.8,-4.26,173,156,161,158,200,222,177,260
2002,UTSA,Slnd,,19,10,160,-0.18,103,103.2,72.2,0.001,-6.45,99.1,105.5,-0.45,161,166,36,171,265,275,242,170
2002,North Texas,SB,,13,14,161,-0.21,108.1,108.3,72,0.012,0.69,103.3,102.6,2.42,83,262,42,134,144,176,122,104
2002,Holy Cross,Pat,16,18,15,162,-0.24,98.1,98.4,62.2,-0.048,-6.4,99.7,106.1,-3.38,245,75,313,268,264,261,262,246
2002,UMKC,MCon,,17,11,163,-0.33,101.2,101.5,60.7,0.04,-4.31,102.8,107.1,-7.23,194,132,320,77,241,193,290,303
2002,Old Dominion,CAA,,13,16,164,-0.43,102.5,102.9,64.8,-0.072,-2.11,102,104.1,-3.79,175,161,277,298,204,218,188,252
2002,Southern Miss,CUSA,,9,17,165,-0.45,97.7,98.1,64.3,-0.052,4.29,105.6,101.3,-2.52,252,71,287,278,90,99,81,225
2002,Marshall,MAC,,15,15,166,-0.55,110,110.5,69.6,0.037,1.7,105.2,103.5,1.6,63,290,102,84,126,110,158,122
2002,Texas Pan American,ind,,16,10,167,-0.62,101.1,101.7,71.7,0.051,-3.7,102.7,106.4,-1.04,197,137,48,57,232,197,271,194
2002,Morehead St.,OVC,,15,11,168,-0.91,105.5,106.4,68.1,0.072,-3.35,103.3,106.7,4.35,121,233,168,23,226,175,281,72
2002,IUPUI,MCon,,13,15,169,-0.96,102.3,103.3,69.4,-0.014,-0.16,104.5,104.6,1.61,177,171,117,194,162,130,207,121
2002,DePaul,CUSA,,9,19,170,-0.96,100.4,101.4,71.3,-0.043,6.9,107.3,100.4,-0.92,206,128,54,260,53,47,63,186
2002,Furman,SC,,13,14,171,-1.01,100.2,101.2,65.8,0.021,-0.35,103.1,103.5,-1.9,211,125,247,112,172,184,157,213
2002,New Orleans,SB,,14,14,172,-1.15,98.4,99.5,68,0.042,-0.93,102.4,103.3,-0.64,240,93,173,71,183,207,149,176
2002,James Madison,CAA,,14,15,173,-1.21,106.4,107.6,65.8,-0.036,-2.91,100.2,103.1,-7.07,110,253,245,246,221,248,139,300
2002,Siena,MAAC,16,17,19,174,-1.21,100.8,102,66.5,-0.07,-4.14,100.3,104.4,-0.42,201,141,223,296,237,245,200,167
2002,Drake,MVC,,14,15,175,-1.41,107.1,108.5,64.5,0.03,-0.17,103.8,103.9,-1.52,101,264,283,94,164,159,183,204
2002,Drexel,CAA,,14,14,176,-1.45,104.4,105.9,70.4,0.016,-1.4,102.2,103.6,-1.04,138,224,78,124,191,211,164,191
2002,Long Beach St.,BW,,12,17,177,-1.48,102.9,104.4,70.2,-0.021,0.75,103.9,103.1,5.14,162,197,83,210,142,152,140,51
2002,Northern Iowa,MVC,,14,15,178,-1.49,108.2,109.7,66.9,0.055,1.23,104.5,103.2,3.1,82,285,212,45,132,129,145,87
2002,Samford,ASun,,15,14,179,-1.49,102.5,104,56.8,0.011,-2.89,103.4,106.3,6.03,172,186,326,139,220,171,265,39
2002,Niagara,MAAC,,18,14,180,-1.64,106.6,108.2,69.5,0.024,-4.33,99.8,104.2,-1.71,109,260,109,106,242,256,190,209
2002,Air Force,MWC,,9,19,181,-1.64,103.8,105.5,54.2,-0.015,4.3,105.9,101.6,-0.75,149,214,327,196,89,89,89,178
2002,Cal St. Northridge,BW,,11,16,182,-1.66,98.7,100.4,69.8,-0.011,1.5,104.3,102.8,7.01,235,108,94,190,128,135,128,27
2002,East Carolina,CUSA,,10,18,183,-1.78,102.3,104.1,65,0.037,5.93,105.1,99.2,-0.66,178,189,274,82,64,112,24,177
2002,Buffalo,MAC,,12,18,184,-1.84,99.6,101.4,67.7,-0.034,0.14,105,104.9,-3.46,219,129,187,243,152,115,217,248
2002,Jacksonville,ASun,,16,12,185,-1.98,98.7,100.7,66.7,-0.021,-5.92,101.6,107.5,-4.75,236,118,217,209,255,226,297,270
2002,Northern Illinois,MAC,,12,16,186,-2,105.6,107.6,72.1,-0.007,-0.24,105,105.3,-1.93,120,251,38,184,167,114,232,214
2002,Louisiana Monroe,Slnd,,19,12,187,-2,99.9,101.9,70.1,0.138,-2.89,100.8,103.7,10.95,216,140,87,2,219,237,169,10
2002,Boise St.,WAC,,12,17,188,-2.21,98.2,100.4,65.2,0.016,2.3,104.6,102.3,-3.11,243,110,270,121,115,125,113,238
