Year,Team,Conf,Seed,Wins,Losses,KenPom,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM,AdjO_rank,AdjD_rank,AdjT_rank,Luck_rank,SOS AdjEM_rank,OppO_rank,OppD_rank,NCSOS AdjEM_rank
2018,Houston,Amer,6,26,7,17,20.54,115.8,95.2,68.2,-0.009,3.39,106.7,103.3,-2.71,31,18,174,200,86,103,80,251
2018,Kentucky,SEC,5,24,10,18,20.41,116.4,96,68.6,-0.001,11.17,111.1,99.9,5.05,25,23,154,177,9,21,4,43
2018,Clemson,ACC,5,23,9,19,20.27,113.8,93.5,65.6,0.004,9.76,110.9,101.1,-1.85,48,8,297,163,30,28,36,217
2018,Wichita St.,Amer,4,25,7,20,20.07,121.9,101.9,68.6,-0.015,5.55,107.9,102.3,2.05,5,107,149,215,74,78,64,108
2018,Arizona,P12,4,27,7,21,19.37,119,99.6,67.3,0.025,6.33,108.9,102.6,2.82,15,70,215,116,66,65,69,86
2018,TCU,B12,6,21,11,22,18.92,120.6,101.7,68.7,-0.058,9.82,111.5,101.6,-0.43,8,104,142,311,27,15,50,178
2018,Florida,SEC,6,20,12,23,18.71,115.1,96.4,66.8,-0.049,10.74,110.7,100,4.49,37,25,239,294,14,32,7,54
2018,Nevada,MWC,7,27,7,24,18.18,119.9,101.7,69.5,-0.028,4.45,107.3,102.9,4.2,10,105,99,259,79,90,72,61
2018,Butler,BE,10,20,13,25,17.87,115.8,97.9,67.8,-0.037,10.58,111.9,101.3,0.27,32,48,189,271,17,7,42,157
2018,Seton Hall,BE,8,21,11,26,17.34,116.3,99,69.3,-0.02,9.58,110.4,100.9,0.42,26,58,104,234,34,36,24,152
2018,Creighton,BE,8,21,11,27,17.28,116.5,99.2,70.8,-0.018,9.23,111.1,101.9,-3.82,22,61,53,226,38,20,55,291
2018,Saint Mary's,WCC,,28,5,28,17.16,119.8,102.7,63.8,-0.003,-1.4,104.6,106,-3.66,11,119,341,181,172,180,175,285
2018,Penn St.,B10,,21,13,29,17.1,113.1,96,67.6,-0.078,6.76,109.4,102.7,-6.04,57,21,205,336,61,51,71,322
2018,Texas A&M,SEC,7,20,12,30,16.91,111.2,94.3,69,-0.007,11.34,112.1,100.8,5.29,71,12,120,194,7,3,21,38
2018,Notre Dame,ACC,,20,14,31,16.82,116.1,99.3,65,-0.055,9.76,110.8,101,-1.19,28,63,317,307,29,31,28,194
2018,Virginia Tech,ACC,8,21,11,32,16.64,115,98.4,68.7,-0.003,8.18,109.9,101.7,-9.57,39,54,144,180,49,44,52,344
2018,Louisville,ACC,,20,13,33,16.59,113.1,96.6,69.7,-0.02,9.59,110.5,100.9,-2.03,55,27,91,232,33,35,27,223
2018,Baylor,B12,,18,14,34,16.16,111.2,95,66.4,-0.068,11.02,112.1,101.1,-3.54,72,15,257,324,11,4,31,282
2018,Florida St.,ACC,9,20,11,35,15.82,115.8,100,71.6,-0.032,7.99,109.2,101.2,-6.72,30,76,31,265,54,59,38,331
2018,Miami FL,ACC,6,22,9,36,15.71,113.3,97.6,67.1,0.034,8.17,109.6,101.4,-3.58,52,45,225,95,50,50,44,283
2018,Arkansas,SEC,7,23,11,37,15.63,117.3,101.7,69.7,0.062,10.15,111,100.9,1.3,19,103,90,41,22,25,25,135
2018,Missouri,SEC,8,20,12,38,15.47,113.3,97.8,65.6,-0.021,9.6,110.1,100.5,1.3,53,47,298,237,32,42,13,136
2018,Texas,B12,10,19,14,39,15.46,109.4,93.9,65.2,-0.018,11.77,111.7,99.9,2.19,94,10,315,223,3,11,5,105
2018,USC,P12,,23,11,40,15.29,115.4,100.1,67.5,-0.014,5.97,108.9,102.9,1.8,36,78,208,212,70,64,75,116
2018,Loyola Chicago,MVC,11,28,5,41,15.14,111.3,96.2,65.3,0.058,0.07,103.8,103.7,-5.63,68,24,312,53,140,224,89,316
2018,North Carolina St.,ACC,9,21,11,42,15.13,116.4,101.3,71.4,0.007,7.64,108.9,101.3,-9.44,24,99,40,156,55,63,41,343
2018,Davidson,A10,12,21,11,43,14.91,117.4,102.5,64.2,-0.051,1.88,105.9,104,1.71,18,115,335,297,107,130,96,118
2018,Kansas St.,B12,9,22,11,44,14.75,112.2,97.4,65.5,0.056,9.2,111.4,102.2,-6.03,60,41,302,56,39,17,60,321
2018,Arizona St.,P12,11,20,11,45,14.71,117.7,102.9,71.6,-0.072,5.8,108.1,102.3,1.53,17,124,36,332,72,75,62,125
2018,Maryland,B10,,19,13,46,14.66,114.1,99.4,66.2,-0.046,8.07,109.2,101.1,-4.43,44,69,265,287,52,57,37,298
2018,Oklahoma,B12,10,18,13,47,14.42,115.1,100.7,75.8,0.005,11.96,111.9,99.9,2.24,38,83,4,160,2,8,3,103
2018,UCLA,P12,11,21,11,48,14.38,116.4,102.1,70.5,-0.019,6.91,108.7,101.8,3.56,23,110,57,228,60,66,54,79
2018,Rhode Island,A10,7,25,7,49,14.38,111.7,97.3,68.7,0.037,2.69,107.4,104.7,4.06,66,38,146,87,96,86,119,67
2018,San Diego St.,MWC,11,22,10,50,14.15,111.3,97.1,68.7,-0.015,3.37,107.5,104.2,-0.17,69,36,147,217,87,85,101,170
2018,Alabama,SEC,9,19,15,51,13.83,108.5,94.6,68.8,0,11.03,111,100,3.02,115,13,137,173,10,24,8,85
2018,Middle Tennessee,CUSA,,24,7,52,13.78,110.4,96.7,66.3,-0,2.69,107.4,104.7,8.27,79,31,262,176,97,87,117,13
2018,Marquette,BE,,19,13,53,13.74,119.3,105.6,69.1,0.018,10.61,111.8,101.2,-0.18,13,176,116,126,16,9,39,171
2018,Syracuse,ACC,11,20,13,54,13.59,107.7,94.1,63.4,0.007,8.72,111,102.2,-0.23,128,11,342,157,43,27,61,172
2018,New Mexico St.,WAC,12,28,5,55,13.56,108.5,94.9,68.2,0.032,-1.51,104.2,105.8,4.19,116,14,173,97,176,199,162,62
2018,Oklahoma St.,B12,,19,14,56,13.48,112.1,98.7,68.5,-0.007,10.21,111.7,101.5,-5.02,61,55,160,192,21,13,45,310
2018,Nebraska,B10,,22,10,57,13.43,111,97.5,67.5,0.066,6.65,108.6,101.9,-3.18,75,43,207,35,63,70,56,269
2018,Boise St.,MWC,,23,8,58,13.13,110.6,97.5,68.4,0.011,2.21,106.9,104.7,-1.6,77,42,164,144,100,100,118,207
2018,Murray St.,OVC,12,26,5,59,12.7,113.1,100.4,67.3,-0.013,-4.19,102.8,107,-0.76,56,82,216,208,261,275,237,183
2018,Western Kentucky,CUSA,,24,10,60,12.55,113.6,101.1,68.7,-0.006,2.01,106.2,104.2,3.91,50,93,140,189,105,116,103,73
2018,LSU,SEC,,17,14,61,12.47,115.6,103.2,68.2,-0.03,8.74,110.4,101.7,-2.71,33,128,171,263,42,37,51,250
2018,Mississippi St.,SEC,,22,11,62,12.36,109.6,97.3,67.6,0.029,6.06,108.5,102.4,-10.42,91,37,200,105,69,72,65,345
2018,Providence,BE,10,21,13,63,11.92,108.9,97,67.1,0.088,10.42,112,101.6,-1.02,104,35,223,20,19,5,49,187
2018,Georgia,SEC,,18,15,64,11.91,107.8,95.9,64.4,0.01,10.66,111.8,101.1,0.95,127,20,332,145,15,10,35,143
2018,Utah,P12,,19,11,65,11.88,111.9,100,65.6,0.015,6.17,109.1,103,-0.8,64,75,299,133,67,60,76,184
2018,Louisiana Lafayette,SB,,27,6,66,11.37,113.5,102.1,70.3,0.045,-2.81,103.5,106.3,-0.37,51,111,69,67,230,239,197,176
2018,South Dakota,Sum,,26,8,67,11.36,110.1,98.8,70.3,-0.047,-2.41,105.4,107.8,-1.32,83,56,67,289,213,148,277,200
2018,Old Dominion,CUSA,,25,7,68,11.33,108.7,97.4,64.4,0.041,-1.74,104.4,106.2,-3.25,107,40,330,76,187,189,186,275
2018,St. Bonaventure,A10,11,25,7,69,11.2,112.3,101.1,69.2,0.077,2.2,107,104.8,1.43,59,94,109,25,101,98,121,128
2018,BYU,WCC,,24,10,70,10.97,109,98.1,67.3,0.021,0.9,107,106.1,-1.89,102,52,212,121,129,96,181,219
2018,Montana,BSky,14,26,7,71,10.83,110.1,99.3,68,-0.005,-2.18,104.3,106.5,2.52,82,65,183,185,204,196,206,91
2018,Vermont,AE,,27,7,72,10.76,114.1,103.4,63.8,-0.051,-3.73,102.6,106.3,4.7,43,130,340,295,249,283,190,49
2018,Boston College,ACC,,19,15,73,10.72,113.8,103.1,70.1,0.005,8.27,109.4,101.1,-6.88,47,126,73,161,48,53,32,335
2018,Wisconsin,B10,,15,18,74,10.62,110,99.4,62.7,-0.068,10.06,111.3,101.3,0.14,85,68,347,325,23,18,40,164
2018,South Dakota St.,Sum,12,28,6,75,10.59,114.6,104,70.3,0.111,-0.1,106.1,106.2,3.91,41,148,71,7,141,118,189,72
2018,Oregon,P12,,22,12,76,10.57,110.9,100.3,66.7,0.01,3.84,108.3,104.4,-5.92,76,80,242,146,82,74,110,320
2018,Buffalo,MAC,13,26,8,77,10.49,114.3,103.8,72.8,-0.005,-1.02,104.8,105.8,4.08,42,138,15,188,165,174,167,66
2018,Indiana,B10,,16,15,78,10.4,109.7,99.3,66.6,-0.025,8.04,110.1,102,-2.39,90,66,246,254,53,41,58,239
2018,Fresno St.,MWC,,21,11,79,10.2,110.1,99.9,66.6,-0.057,1.24,106.3,105.1,-5.85,84,74,247,309,120,113,132,318
2018,St. John's,BE,,16,17,80,10.09,106.7,96.6,69.3,-0.016,11.24,112,100.7,3.63,143,29,106,219,8,6,19,77
2018,South Carolina,SEC,,17,16,81,9.99,105.8,95.8,68.6,0.003,9.98,110.5,100.6,0.92,158,19,150,168,26,34,16,144
2018,UNC Greensboro,SC,13,27,7,82,9.06,105.7,96.6,65,-0.011,-4.99,103.6,108.6,-3.23,164,30,318,203,282,231,319,273
2018,Belmont,OVC,,24,9,83,9.02,113,104,66.9,-0.004,-3.05,103.5,106.6,1.55,58,146,234,182,233,240,216,123
2018,Stanford,P12,,18,15,84,8.8,108.5,99.7,70.4,0.014,6.74,109.9,103.2,4.13,114,71,66,139,62,45,78,63
2018,SMU,Amer,,17,16,85,8.78,109.9,101.1,64.2,-0.102,2.8,105.9,103.1,-3.76,86,95,334,347,95,128,77,289
2018,Temple,Amer,,17,15,86,8.29,109.1,100.8,67.6,0.039,8.43,109.2,100.8,9.23,100,88,203,82,46,58,20,9
2018,Northwestern,B10,,15,17,87,8.27,109.3,101,63.8,-0.068,8.82,109.4,100.6,-1.61,98,92,339,326,40,52,17,208
2018,Vanderbilt,SEC,,12,20,88,8.08,115.6,107.5,65.8,-0.08,11.5,111.4,99.9,4.63,34,216,287,337,5,16,6,50
2018,Wake Forest,ACC,,11,20,89,8,111.1,103.1,69.4,-0.12,9.36,109.9,100.5,-1.16,73,125,103,350,36,46,14,193
2018,Iowa,B10,,14,19,90,7.92,116.7,108.8,70.3,-0.09,8.3,109.7,101.4,-3.85,20,243,68,341,47,48,43,292
2018,Utah Valley,WAC,,22,10,91,7.92,111,103.1,67.7,0.007,-1.53,102.9,104.5,1.8,74,127,196,154,177,268,112,117
2018,East Tennessee St.,SC,,25,9,92,7.53,105.6,98.1,67.6,-0,-3.87,104.1,107.9,-1.33,167,51,201,175,256,207,287,201
2018,Furman,SC,,23,10,93,7.42,109.3,101.9,68.6,-0.005,-4.24,103.5,107.7,-0.68,97,108,153,187,263,242,274,182
2018,Oregon St.,P12,,16,16,94,7.38,108.8,101.5,65.5,-0.083,3.63,107.9,104.3,-6.98,105,101,305,340,83,77,105,336
2018,Northern Kentucky,Horz,,22,9,95,7.3,108.2,100.9,68.5,-0.065,-5.08,102.4,107.5,1.99,119,90,156,320,284,292,265,109
2018,Georgia St.,SB,15,24,10,96,7.21,109,101.8,66.9,-0.022,-2.79,103.7,106.5,-2.88,101,106,236,238,227,226,211,259
2018,Northeastern,CAA,,23,10,97,7.18,107.9,100.8,67,0.03,-1.16,106.6,107.8,4.33,123,85,231,100,169,105,278,57
2018,Washington,P12,,20,12,98,7.01,106.3,99.3,69.5,0.08,4.77,108.6,103.8,0.17,152,62,100,21,77,69,92,162
2018,Georgetown,BE,,15,15,99,6.94,109.8,102.9,70.4,-0.046,6.08,108.6,102.5,-17.96,89,123,60,286,68,68,68,351
2018,Bucknell,Pat,14,25,9,100,6.81,109.2,102.4,71.4,0.02,-4.85,102.9,107.7,6.15,99,112,37,125,279,271,272,29
2018,DePaul,BE,,11,20,101,6.74,104.8,98,69.8,-0.103,9.79,111.6,101.8,-4.06,183,49,86,348,28,14,53,294
2018,New Mexico,MWC,,19,15,102,6.66,113.7,107,71.3,-0.022,3.11,106.5,103.4,1.85,49,208,42,241,90,110,82,114
2018,Illinois,B10,,14,18,103,6.58,109.9,103.3,69.9,-0.093,7.51,108.6,101.1,-2.87,88,129,84,343,57,67,33,258
2018,Iowa St.,B12,,13,18,104,6.57,110.2,103.6,68.9,-0.009,11,111,100,-2.87,81,132,128,196,12,23,9,257
2018,Mississippi,SEC,,12,20,105,6.53,111.5,105,70,-0.053,10.04,110.3,100.2,1.01,67,163,77,301,24,40,12,142
2018,UNLV,MWC,,20,13,106,6.52,111.7,105.2,72.3,-0.012,1.22,106.5,105.3,-4.71,65,169,20,205,122,109,145,304
2018,Tulsa,Amer,,19,12,107,6.18,108.6,102.4,67.2,0.029,1.08,106.1,105.1,-1.74,112,113,221,104,126,117,131,214
2018,Northern Colorado,BSky,,22,12,108,6.13,107.4,101.3,71.2,-0.044,-0.94,105.5,106.4,1.94,134,98,45,283,163,145,202,111
2018,UCF,Amer,,19,13,109,5.8,99.2,93.4,64.4,0.062,2.97,107.1,104.1,-2.11,278,6,331,45,94,93,100,229
2018,Colorado,P12,,17,15,110,5.68,105.4,99.7,67.7,0.068,6.94,110.8,103.9,0.38,169,72,194,34,59,30,93,154
2018,Stephen F. Austin,Slnd,14,28,6,111,5.56,105,99.4,71.1,0.037,-7.58,100.8,108.4,-2.05,177,67,48,85,330,330,312,225
2018,Grand Canyon,WAC,,22,11,112,5.5,102.4,96.9,69,-0.055,-6.46,100.3,106.8,-10.88,226,33,119,306,309,337,227,346
2018,UAB,CUSA,,20,13,113,5.47,109.5,104.1,67.6,-0.047,-1.5,104.5,106,-6.79,92,149,199,291,175,186,178,333
2018,Marshall,CUSA,13,24,10,114,5.38,109.3,103.9,74.8,0.04,-1.67,104.8,106.4,-6.83,96,144,6,80,184,175,204,334
2018,Wyoming,MWC,,20,13,115,5.11,105.9,100.8,73.5,0.068,3.85,107.8,104,2.78,156,89,11,33,81,79,94,87
2018,Georgia Tech,ACC,,13,19,116,5.03,104,98.9,66.1,-0.022,8.49,109.3,100.8,-5.63,193,57,274,242,45,55,23,315
2018,Saint Joseph's,A10,,16,16,117,5.02,105.8,100.7,70.5,-0.052,0.92,105.9,105,1.97,160,84,58,299,128,133,127,110
2018,Minnesota,B10,,15,17,118,5,109,104,69.8,-0.02,7.07,109.3,102.2,-4.76,103,145,88,233,58,56,59,305
2018,Toledo,MAC,,23,11,119,4.94,114.1,109.1,68.4,0.049,-2.02,104.2,106.2,-1.99,45,255,163,62,197,203,184,221
2018,College of Charleston,CAA,13,26,7,120,4.73,109.9,105.2,64.6,0.049,-4.61,104.9,109.5,-7.46,87,167,324,63,270,170,339,337
2018,UC Santa Barbara,BW,,23,9,121,4.69,111.9,107.2,66.6,0.034,-3.17,102.5,105.7,-0.1,63,210,245,94,235,285,158,168
2018,Missouri St.,MVC,,18,15,122,4.59,108.5,103.9,65.4,-0.046,1.14,104.4,103.2,-2.78,113,142,308,288,125,195,79,254
2018,Northern Iowa,MVC,,16,16,123,4.27,103.3,99.1,62.6,-0.032,4.65,107.2,102.6,6.42,212,60,349,264,78,92,70,27
2018,San Diego,WCC,,18,13,124,3.96,104,100.1,66.8,-0.02,0.5,105.4,104.9,-2.56,192,77,238,235,136,151,124,244
2018,Bradley,MVC,,20,13,125,3.77,104.5,100.8,65.7,0.042,1.16,105.2,104,-4.23,188,86,289,75,123,160,95,296
2018,Idaho,BSky,,22,9,126,3.72,109.5,105.8,65.6,0.039,-3.51,103.7,107.3,-2.68,93,181,301,83,246,227,251,249
2018,Penn,Ivy,16,24,8,127,3.7,103.6,99.9,68.9,0.078,-4.63,103.7,108.3,-2.77,205,73,131,23,271,228,309,253
2018,UC Davis,BW,,22,10,128,3.6,104.7,101.1,66.5,0.045,-1.03,104.1,105.1,4.58,184,96,254,68,166,208,134,52
2018,Eastern Washington,BSky,,20,14,129,3.48,108.3,104.9,66.1,-0.007,0.2,105.7,105.5,6.83,117,160,273,193,138,137,152,24
2018,Canisius,MAAC,,21,11,130,3.47,107.8,104.3,68.7,-0.019,-4.47,103,107.5,-2.65,126,153,143,229,269,265,263,248
2018,UT Arlington,SB,,21,13,131,3.43,105.8,102.4,72.8,0.009,-1.08,104.7,105.8,-1.24,157,114,16,152,167,177,163,196
2018,Florida Gulf Coast,ASun,,23,11,132,3.42,108.3,104.9,71.2,-0.054,-7.46,102.5,109.9,-0.55,118,161,44,303,328,290,342,179
2018,Rutgers,B10,,15,19,133,2.94,99.5,96.5,66,-0.043,5.67,108.6,102.9,-14.06,272,26,278,282,73,71,74,348
2018,Iona,MAAC,15,20,13,134,2.87,110.3,107.4,70.7,-0.022,-2.39,103.3,105.7,2.26,80,212,56,239,211,254,156,102
2018,Wright St.,Horz,14,25,9,135,2.82,101.1,98.3,68.2,0.056,-4.78,102.6,107.4,2.3,248,53,175,57,274,281,257,100
2018,Utah St.,MWC,,17,17,136,2.66,107.6,104.9,66.8,-0.014,3.09,107.2,104.1,-0.66,131,162,240,211,91,91,98,181
2018,Southern Illinois,MVC,,20,13,137,2.66,106.4,103.7,66.6,0.073,1.39,104.9,103.6,-3.72,149,136,249,28,118,167,86,286
2018,Evansville,MVC,,17,15,138,2.66,99.5,96.8,65.7,0.015,1.46,105.8,104.3,-3.24,271,32,294,137,115,134,107,274
2018,Rider,MAAC,,22,9,139,2.51,109.3,106.8,73.6,0.095,-2.88,103.3,106.2,0.64,95,199,9,16,231,252,188,151
2018,UC Irvine,BW,,18,17,140,2.5,100.5,98,66.9,-0.025,1.74,106.4,104.7,9.62,253,50,237,252,111,112,116,8
2018,VCU,A10,,18,15,141,2.31,106.4,104.1,70.9,0.015,0.8,105.7,104.9,1.34,148,151,52,134,132,136,125,134
2018,San Francisco,WCC,,18,15,142,2.25,103.1,100.9,66.5,0.043,1.32,107.6,106.3,-1.04,216,91,250,72,119,84,193,188
2018,Indiana St.,MVC,,13,18,143,2.24,104.8,102.5,69.9,-0.097,3,105.5,102.5,1.54,182,118,81,346,92,141,66,124
2018,Harvard,Ivy,,18,13,144,2.14,101.4,99.3,65.5,0,-1.26,105.3,106.6,3.72,243,64,307,174,170,154,217,75
2018,Illinois St.,MVC,,18,15,145,2.12,105.8,103.7,68.9,0.116,4.99,106.6,101.6,6.83,159,135,130,5,75,108,47,23
2018,Saint Louis,A10,,17,16,146,2.12,102.4,100.3,64.1,0.003,1.54,107.3,105.8,1.29,224,79,336,166,114,89,165,137
2018,Eastern Michigan,MAC,,21,12,147,2.08,103.4,101.3,64.5,0.004,-2.3,105.6,107.9,-2.09,210,100,326,164,208,140,286,228
2018,Mercer,SC,,18,14,148,1.86,112.1,110.2,63.9,-0.069,-3.38,103,106.4,0.23,62,272,338,329,241,263,203,159
2018,Jacksonville St.,OVC,,21,12,149,1.81,102.2,100.3,65.9,-0.026,-5.28,103.5,108.8,-9.1,231,81,284,256,290,243,324,341
2018,Georgia Southern,SB,,21,12,150,1.76,106.3,104.6,68.8,0.015,-2.12,103.4,105.5,-1.24,151,157,135,135,201,249,151,195
2018,Valparaiso,MVC,,15,17,151,1.63,103.2,101.6,69.6,-0.053,1.74,105.5,103.7,-2.32,214,102,92,302,110,144,88,236
2018,Albany,AE,,22,10,152,1.44,107.3,105.9,66.1,0.007,-6.42,101.8,108.2,-4.89,136,185,272,158,306,307,300,307
2018,Cal St. Fullerton,BW,15,20,11,153,1.32,105,103.7,69.5,0.089,-1.28,103.9,105.1,3.47,176,134,97,19,171,218,138,80
2018,Drake,MVC,,16,16,154,1.23,106.8,105.6,68,0.014,2.59,106,103.4,0.13,141,174,182,140,98,127,81,165
2018,Louisiana Tech,CUSA,,17,16,155,1.21,106.9,105.7,67.3,-0.067,-0.87,104.1,105,-3,140,179,213,323,158,205,128,265
2018,Fort Wayne,Sum,,18,14,156,1.17,107.6,106.4,72.6,-0.062,-1.99,104.9,106.9,-2.4,130,192,18,316,194,168,231,240
2018,Wofford,SC,,21,12,157,1.11,108.7,107.6,65.9,0.058,-2.13,104.2,106.3,2.33,108,220,281,52,202,201,194,97
2018,La Salle,A10,,13,19,158,1.06,105.2,104.1,68.9,-0.072,1.46,106.1,104.6,2.49,175,150,129,333,116,121,114,93
2018,Weber St.,BSky,,20,11,159,1.03,107.1,106.1,67.6,0.037,-2.51,104.4,106.9,0.19,139,187,204,89,216,191,233,161
2018,Towson,CAA,,18,14,160,1.02,106.1,105.1,67.9,-0.07,-2.8,105.2,108,-2.35,153,165,188,331,228,157,291,237
2018,Memphis,Amer,,21,13,161,0.95,107.9,107,66.5,0.135,0.85,105.2,104.3,-6.07,124,202,252,2,131,161,106,323
2018,Hofstra,CAA,,19,12,162,0.81,111.3,110.5,68.8,0.062,-1.66,105.9,107.6,2.27,70,280,132,46,183,131,267,101
2018,Winthrop,BSth,,19,12,163,0.76,106.3,105.6,71.6,-0.037,-5.38,102,107.4,2.54,150,175,32,272,291,302,260,90
2018,Portland St.,BSky,,20,13,164,0.75,108.6,107.9,74.8,0.036,-0.53,105.5,106,3.88,111,226,7,91,151,142,174,74
2018,Lipscomb,ASun,15,23,9,165,0.36,103.8,103.4,74.9,0.114,-4.94,103.2,108.1,6.07,197,131,5,6,280,259,294,30
2018,Pacific,WCC,,14,18,166,0.24,107.3,107,66.3,-0.016,2.19,106.6,104.5,2.35,137,204,264,218,102,104,111,96
2018,Tulane,Amer,,14,17,167,0.18,107.2,107,68.9,-0.018,1.16,105.3,104.1,-5.87,138,206,127,221,124,155,99,319
2018,Dayton,A10,,14,17,168,0.08,108.7,108.6,66.2,-0.004,1.69,106.1,104.4,1.7,110,238,269,184,112,119,109,119
2018,North Dakota St.,Sum,,15,17,169,-0.03,105.6,105.6,66.4,-0.078,0.52,106.9,106.3,1.88,166,177,255,335,135,101,196,113
2018,Radford,BSth,16,22,12,170,-0.05,103.6,103.6,62.7,0.044,-4.43,102.7,107.1,4.01,203,133,346,69,268,278,244,69
2018,Wagner,NEC,,23,9,171,-0.1,103.8,103.9,67.3,0.069,-8.51,101.5,110,0.23,195,143,214,30,336,316,344,158
2018,William & Mary,CAA,,19,12,172,-0.11,115.4,115.6,70,0.098,-0.7,106,106.7,3.61,35,335,80,14,156,126,222,78
2018,Connecticut,Amer,,14,18,173,-0.25,105.3,105.6,66.9,0.075,6.37,108.3,102,5.28,172,173,232,26,65,73,57,39
2018,Ball St.,MAC,,19,13,174,-0.31,103.6,103.9,69.9,0.06,-2.06,104.9,107,-1.27,204,139,83,51,199,169,235,197
2018,UTSA,CUSA,,19,14,175,-0.31,105.3,105.6,71.6,0.041,-1.01,104.2,105.2,1.62,171,178,34,77,164,200,143,121
2018,Troy,SB,,16,17,176,-0.38,106.4,106.8,68.2,-0.065,-0.93,104.2,105.1,-0.11,146,198,172,319,162,202,135,169
2018,Central Michigan,MAC,,19,14,177,-0.46,108.1,108.5,67.2,-0.045,-3.95,103.3,107.2,-9.02,121,236,220,284,257,255,250,340
2018,Oakland,Horz,,19,14,178,-0.76,107.3,108.1,70.3,0.011,-4.69,102.9,107.6,1.35,135,230,72,143,272,270,268,133
2018,Richmond,A10,,12,20,179,-0.8,107.7,108.4,67.9,-0.022,2.98,107,104,5.54,129,234,185,240,93,95,97,33
2018,Liberty,BSth,,20,14,180,-0.93,104.8,105.7,63.2,-0.064,-6.14,102.2,108.4,-4.96,180,180,344,318,302,297,311,308
2018,Monmouth,MAAC,,11,20,181,-1.07,103.9,105,70,-0.112,-0.48,105.3,105.8,5.21,194,164,79,349,150,153,166,40
2018,Washington St.,P12,,12,19,182,-1.44,108.8,110.2,68.3,0.004,4.9,107.8,102.9,-1.48,106,273,170,162,76,81,73,204
2018,Nicholls St.,Slnd,,21,11,183,-1.6,103.6,105.2,73.5,0.037,-5.41,102.4,107.9,4,202,168,12,86,293,291,279,70
2018,UMBC,AE,16,24,10,184,-1.91,103.4,105.3,68.2,0.145,-5.63,102.5,108.2,-3.4,208,170,177,1,296,286,296,278
2018,North Texas,CUSA,,15,17,185,-2.11,103.3,105.4,66.3,-0.04,-1.13,103.6,104.8,0.89,213,171,263,278,168,232,120,147
2018,Long Beach St.,BW,,15,18,186,-2.21,106.5,108.7,71.7,0.027,1.8,105.5,103.7,8.92,145,241,27,106,109,146,87,10
2018,Western Michigan,MAC,,17,15,187,-2.29,106.5,108.8,67.8,0.01,-1.96,104.6,106.5,-2.39,144,249,192,148,192,184,209,238
2018,Austin Peay,OVC,,18,14,188,-2.3,105.2,107.5,68.8,0.065,-2.05,103.8,105.9,4.34,174,218,139,39,198,220,169,56
