year,round,seed1,team1,score1,seed2,team2,score2 
2013,3,1,Kansas,85,4,Michigan,87
2013,3,3,Michigan State,61,2,Duke,71
2013,3,1,Louisville,77,12,Oregon,69
2013,3,6,Arizona,70,2,Ohio State,73
2013,3,3,Marquette,71,2,Miami (Fla.),61
2013,3,9,Wichita State,72,13,La Salle,58
2013,3,1,Indiana,50,4,Syracuse,61
2013,3,3,Florida,62,15,Florida Gulf Coast,50
2012,3,3,Baylor,75,10,Xavier,70
2012,3,1,North Carolina,73,13,Ohio,65
2012,3,1,Kentucky,102,4,Indiana,90
2012,3,11,North Carolina State,57,2,Kansas,60
2012,3,1,Syracuse,64,4,Wisconsin,63
2012,3,1,Michigan State,44,4,Louisville,57
2012,3,6,Cincinnati,66,2,Ohio State,81
2012,3,3,Marquette,58,7,Florida,68
2011,3,1,Kansas,77,12,Richmond,57
2011,3,11,Marquette,63,2,North Carolina,81
2011,3,1,Ohio State,60,4,Kentucky,62
2011,3,11,Virginia Commonwealth,72,10,Florida State,71
2011,3,3,Brigham Young,74,2,Florida,83
2011,3,3,Connecticut,74,2,San Diego State,67
2011,3,1,Duke,77,5,Arizona,93
2011,3,8,Butler,61,4,Wisconsin,54
2010,3,9,Northern Iowa,52,5,Michigan State,59
2010,3,1,Duke,70,4,Purdue,57
2010,3,3,Baylor,72,10,St. Mary's (Cal.),49
2010,3,6,Tennessee,76,2,Ohio State,73
2010,3,11,Washington,56,2,West Virginia,69
2010,3,1,Syracuse,59,5,Butler,63
2010,3,1,Kentucky,62,12,Cornell,45
2010,3,6,Xavier,96,2,Kansas State,101
2009,3,1,Louisville,103,12,Arizona,64
2009,3,3,Kansas,62,2,Michigan State,67
2009,3,1,North Carolina,98,4,Gonzaga,77
2009,3,3,Syracuse,71,2,Oklahoma,84
2009,3,1,Connecticut,72,5,Purdue,60
2009,3,3,Missouri,102,2,Memphis,91
2009,3,1,Pittsburgh,60,4,Xavier,55
2009,3,3,Villanova,77,2,Duke,54
2008,3,3,Stanford,62,2,Texas,82
2008,3,1,Kansas,72,12,Villanova,57
2008,3,3,Wisconsin,56,10,Davidson,73
2008,3,1,Memphis,92,5,Michigan State,74
2008,3,1,North Carolina,68,4,Washington State,47
2008,3,3,Xavier,79,7,West Virginia,75
2008,3,3,Louisville,79,2,Tennessee,60
2008,3,1,UCLA,88,12,Western Kentucky,78
2007,3,6,Vanderbilt,65,2,Georgetown,66
2007,3,1,North Carolina,74,5,Southern California,64
2007,3,3,Oregon,76,7,UNLV,72
2007,3,1,Florida,65,5,Butler,57
2007,3,1,Kansas,61,4,Southern Illinois,58
2007,3,3,Texas A&M,64,2,Memphis,65
2007,3,1,Ohio State,85,5,Tennessee,84
2007,3,3,Pittsburgh,55,2,UCLA,64
2006,3,1,Villanova,60,4,Boston College,59
2006,3,3,Florida,57,7,Georgetown,53
2006,3,11,George Mason,63,7,Wichita State,55
2006,3,1,Connecticut,98,5,Washington,92
2006,3,3,Gonzaga,71,2,UCLA,73
2006,3,1,Duke,54,4,LSU,62
2006,3,6,West Virginia,71,2,Texas,74
2006,3,1,Memphis,80,13,Bradley,64
2005,3,6,Utah,52,2,Kentucky,62
2005,3,1,North Carolina,67,5,Villanova,66
2005,3,6,Wisconsin,65,10,North Carolina State,56
2005,3,1,Duke,68,5,Michigan State,78
2005,3,3,Arizona,79,2,Oklahoma State,78
2005,3,6,Texas Tech,60,7,West Virginia,65
2005,3,1,Illinois,77,12,Milwaukee,63
2005,3,1,Washington,79,4,Louisville,93
2004,3,9,Alabama-Birmingham,74,4,Kansas,100
2004,3,3,Texas,71,7,Xavier,79
2004,3,1,Duke,72,5,Illinois,62
2004,3,3,Georgia Tech,72,10,Nevada,67
2004,3,6,Vanderbilt,53,2,Connecticut,73
2004,3,8,Alabama,80,5,Syracuse,71
2004,3,3,Pittsburgh,51,2,Oklahoma State,63
2004,3,1,St. Joseph's,84,4,Wake Forest,80
2003,3,6,Maryland,58,7,Michigan State,60
2003,3,3,Syracuse,79,10,Auburn,78
2003,3,1,Oklahoma,65,12,Butler,54
2003,3,1,Texas,82,5,Connecticut,78
2003,3,1,Arizona,88,5,Notre Dame,71
2003,3,1,Kentucky,63,5,Wisconsin,57
2003,3,3,Marquette,77,2,Pittsburgh,74
2003,3,3,Duke,65,2,Kansas,69
2002,3,6,Texas,70,2,Oregon,72
2002,3,1,Kansas,73,4,Illinois,69
2002,3,1,Maryland,78,4,Kentucky,68
2002,3,11,Southern Illinois,59,2,Connecticut,71
2002,3,1,Duke,73,5,Indiana,74
2002,3,8,UCLA,73,12,Missouri,82
2002,3,3,Arizona,67,2,Oklahoma,88
2002,3,3,Pittsburgh,73,10,Kent State,78
2001,3,1,Illinois,80,4,Kansas,64
2001,3,3,Mississippi,56,2,Arizona,66
2001,3,1,Michigan State,77,12,Gonzaga,62
2001,3,11,Temple,84,7,Penn State,72
2001,3,6,Southern California,80,2,Kentucky,76
2001,3,1,Stanford,78,5,Cincinnati,65
2001,3,3,Maryland,76,10,Georgetown,66
2001,3,1,Duke,76,4,UCLA,63
2000,3,3,Oklahoma State,68,10,Seton Hall,66
2000,3,8,North Carolina,74,4,Tennessee,69
2000,3,6,Miami (Fla.),71,7,Tulsa,80
2000,3,1,Duke,78,5,Florida,87
2000,3,1,Michigan State,75,4,Syracuse,58
2000,3,6,Purdue,75,10,Gonzaga,66
2000,3,8,Wisconsin,61,4,LSU,48
2000,3,6,UCLA,56,2,Iowa State,80
1999,3,6,Temple,77,10,Purdue,55
1999,3,1,Duke,78,12,Missouri State,61
1999,3,1,Michigan State,54,13,Oklahoma,46
1999,3,3,Kentucky,58,10,Miami (Ohio),43
1999,3,6,Florida,72,10,Gonzaga,73
1999,3,3,St. John's,76,2,Maryland,62
1999,3,1,Connecticut,78,5,Iowa,68
1999,3,1,Auburn,64,4,Ohio State,72
1998,3,3,Stanford,67,2,Purdue,59
1998,3,1,Duke,80,5,Syracuse,67
1998,3,8,Rhode Island,74,13,Valparaiso,68
1998,3,6,UCLA,68,2,Kentucky,94
1998,3,1,North Carolina,73,4,Michigan State,58
1998,3,11,Washington,74,2,Connecticut,75
1998,3,1,Arizona,87,4,Maryland,79
1998,3,3,Utah,65,10,West Virginia,62
1997,3,14,Chattanooga,65,10,Providence,71
1997,3,1,North Carolina,63,5,California,57
1997,3,6,Louisville,78,10,Texas,63
1997,3,1,Kansas,82,4,Arizona,85
1997,3,1,Minnesota,90,4,Clemson,84
1997,3,1,Kentucky,83,4,St. Joseph's,68
1997,3,6,Iowa State,73,2,UCLA,74
1997,3,6,Stanford,77,2,Utah,82
1996,3,1,Connecticut,55,5,Mississippi State,60
1996,3,3,Arizona,80,2,Kansas,83
1996,3,8,Georgia,81,4,Syracuse,83
1996,3,3,Georgia Tech,70,2,Cincinnati,87
1996,3,1,Kentucky,101,4,Utah,70
1996,3,6,Louisville,59,2,Wake Forest,60
1996,3,1,Massachusetts,79,12,Arkansas,63
1996,3,3,Texas Tech,90,2,Georgetown,98
1995,3,1,Kansas,58,4,Virginia,67
1995,3,1,Wake Forest,66,4,Oklahoma State,71
1995,3,6,Memphis,91,2,Arkansas,96
1995,3,6,Tulsa,51,2,Massachusetts,76
1995,3,3,Maryland,89,2,Connecticut,99
1995,3,6,Georgetown,64,2,North Carolina,74
1995,3,1,UCLA,86,5,Mississippi State,67
1995,3,1,Kentucky,97,5,Arizona State,73
1994,3,9,Boston College,77,5,Indiana,68
1994,3,3,Florida,69,2,Connecticut,60
1994,3,1,Arkansas,103,12,Tulsa,84
1994,3,3,Michigan,78,10,Maryland,71
1994,3,1,Purdue,83,4,Kansas,78
1994,3,3,Louisville,70,2,Arizona,82
1994,3,1,Missouri,98,4,Syracuse,88
1994,3,6,Marquette,49,2,Duke,59
1993,3,1,Michigan,72,12,George Washington,64
1993,3,3,Vanderbilt,59,7,Temple,67
1993,3,1,North Carolina,80,4,Arkansas,74
1993,3,6,Virginia,54,2,Cincinnati,71
1993,3,6,California,76,2,Kansas,93
1993,3,1,Indiana,82,4,Louisville,69
1993,3,3,Florida State,81,7,Western Kentucky,78
1993,3,1,Kentucky,103,5,Wake Forest,69
1992,3,9,UTEP,67,4,Cincinnati,69
1992,3,1,Ohio State,80,4,North Carolina,73
1992,3,6,Memphis,83,7,Georgia Tech,79
1992,3,6,Michigan,75,2,Oklahoma State,72
1992,3,1,Duke,81,4,Seton Hall,69
1992,3,1,UCLA,85,12,New Mexico State,78
1992,3,3,Florida State,74,2,Indiana,85
1992,3,3,Massachusetts,77,2,Kentucky,87
1991,3,1,Ohio State,74,4,St. John's,91
1991,3,1,North Carolina,93,12,Eastern Michigan,67
1991,3,11,Connecticut,67,2,Duke,81
1991,3,3,Oklahoma State,63,10,Temple,72
1991,3,3,Kansas,83,2,Indiana,65
1991,3,1,Arkansas,93,4,Alabama,70
1991,3,1,UNLV,83,4,Utah,66
1991,3,3,Seton Hall,81,2,Arizona,77
1990,3,1,UNLV,69,12,Ball State,67
1990,3,11,Loyola Marymount,62,7,Alabama,60
1990,3,6,Minnesota,82,2,Syracuse,75
1990,3,1,Michigan State,80,4,Georgia Tech,81
1990,3,6,Xavier,89,10,Texas,102
1990,3,3,Duke,90,7,UCLA,81
1990,3,1,Connecticut,71,5,Clemson,70
1990,3,8,North Carolina,73,4,Arkansas,96
1989,3,11,Minnesota,70,2,Duke,87
1989,3,3,Missouri,80,2,Syracuse,83
1989,3,1,Illinois,83,4,Louisville,69
1989,3,1,Georgetown,69,5,North Carolina State,61
1989,3,1,Arizona,67,4,UNLV,68
1989,3,3,Michigan,92,2,North Carolina,87
1989,3,1,Oklahoma,80,5,Virginia,86
1989,3,3,Seton Hall,78,2,Indiana,65
1988,3,1,Arizona,99,5,Iowa,79
1988,3,1,Purdue,70,4,Kansas State,73
1988,3,3,Michigan,69,2,North Carolina,78
1988,3,6,Kansas,77,7,Vanderbilt,64
1988,3,6,Villanova,80,2,Kentucky,74
1988,3,1,Temple,69,13,Richmond,47
1988,3,1,Oklahoma,108,5,Louisville,98
1988,3,11,Rhode Island,72,2,Duke,73
1987,3,3,DePaul,58,10,LSU,63
1987,3,1,UNLV,92,12,Wyoming,78
1987,3,6,Oklahoma,91,2,Iowa,93
1987,3,1,Indiana,88,5,Duke,82
1987,3,1,North Carolina,74,5,Notre Dame,68
1987,3,1,Georgetown,70,5,Kansas,57
1987,3,6,Providence,103,2,Alabama,82
1987,3,6,Florida,81,2,Syracuse,87
1986,3,1,Kansas,96,5,Michigan State,86
1986,3,6,North Carolina State,70,7,Iowa State,66
1986,3,1,Duke,74,12,DePaul,67
1986,3,14,Cleveland State,70,7,Navy,71
1986,3,3,North Carolina,79,2,Louisville,94
1986,3,1,Kentucky,68,5,Alabama,63
1986,3,11,LSU,70,2,Georgia Tech,64
1986,3,8,Auburn,70,4,UNLV,63
1985,3,3,North Carolina State,61,7,Alabama,55
1985,3,11,Auburn,56,2,North Carolina,62
1985,3,1,St. John's,86,12,Kentucky,70
1985,3,8,Villanova,46,5,Maryland,43
1985,3,3,Illinois,53,2,Georgia Tech,61
1985,3,11,Boston College,57,2,Memphis,59
1985,3,1,Oklahoma,86,5,Louisiana Tech,84
1985,3,1,Georgetown,65,4,Loyola (Ill.),53
2017,4,1,Gonzaga,83,11,Xavier,59
2017,4,1,Kansas,60,3,Oregon,74
2017,4,4,Florida,70,7,South Carolina,77
2017,4,1,North Carolina,75,2,Kentucky,73
2016,4,1,Oregon,68,2,Oklahoma,80
2016,4,1,Kansas,59,2,Villanova,64
2016,4,1,Virginia,62,10,Syracuse,68
2016,4,1,North Carolina,88,6,Notre Dame,74
2015,4,1,Wisconsin,85,2,Arizona,78
2015,4,1,Kentucky,68,3,Notre Dame,66
2015,4,7,Michigan State,76,4,Louisville,70
2015,4,1,Duke,66,2,Gonzaga,52
2014,4,1,Florida,62,11,Dayton,52
2014,4,1,Arizona,63,2,Wisconsin,64
2014,4,4,Michigan State,54,7,Connecticut,60
2014,4,8,Kentucky,75,2,Michigan,72
2013,4,4,Syracuse,55,3,Marquette,39
2013,4,9,Wichita State,70,2,Ohio State,66
2013,4,1,Louisville,85,2,Duke,63
2013,4,4,Michigan,79,3,Florida,59
2012,4,1,Kentucky,82,3,Baylor,70
2012,4,1,North Carolina,67,2,Kansas,80
2012,4,4,Louisville,72,7,Florida,68
2012,4,1,Syracuse,70,2,Ohio State,77
2011,4,4,Kentucky,76,2,North Carolina,69
2011,4,1,Kansas,61,11,Virginia Commonwealth,71
2011,4,8,Butler,74,2,Florida,71
2011,4,5,Arizona,63,3,Connecticut,65
2010,4,1,Duke,78,3,Baylor,71
2010,4,5,Michigan State,70,6,Tennessee,69
2010,4,1,Kentucky,66,2,West Virginia,73
2010,4,5,Butler,63,2,Kansas State,56
2009,4,1,North Carolina,72,2,Oklahoma,60
2009,4,1,Louisville,52,2,Michigan State,64
2009,4,1,Connecticut,82,3,Missouri,75
2009,4,1,Pittsburgh,76,3,Villanova,78
2008,4,1,Memphis,85,2,Texas,67
2008,4,1,Kansas,59,10,Davidson,57
2008,4,1,North Carolina,83,3,Louisville,73
2008,4,1,UCLA,76,3,Xavier,57
2007,4,1,North Carolina,84,2,Georgetown,96
2007,4,1,Florida,85,3,Oregon,77
2007,4,1,Ohio State,92,2,Memphis,76
2007,4,1,Kansas,55,2,UCLA,68
2006,4,1,Villanova,62,3,Florida,75
2006,4,1,Connecticut,84,11,George Mason,86
2006,4,1,Memphis,45,2,UCLA,50
2006,4,4,LSU,70,2,Texas,60
2005,4,5,Michigan State,94,2,Kentucky,88
2005,4,1,North Carolina,88,6,Wisconsin,82
2005,4,4,Louisville,93,7,West Virginia,85
2005,4,1,Illinois,90,3,Arizona,89
2004,4,1,Duke,66,7,Xavier,63
2004,4,4,Kansas,71,3,Georgia Tech,79
2004,4,8,Alabama,71,2,Connecticut,87
2004,4,1,St. Joseph's,62,2,Oklahoma State,64
2003,4,1,Texas,85,7,Michigan State,76
2003,4,1,Oklahoma,47,3,Syracuse,63
2003,4,1,Arizona,75,2,Kansas,78
2003,4,1,Kentucky,69,3,Marquette,83
2002,4,1,Kansas,104,2,Oregon,86
2002,4,1,Maryland,90,2,Connecticut,82
2002,4,5,Indiana,81,10,Kent State,69
2002,4,12,Missouri,75,2,Oklahoma,81
2001,4,1,Michigan State,69,11,Temple,62
2001,4,1,Illinois,81,2,Arizona,87
2001,4,1,Stanford,73,3,Maryland,87
2001,4,1,Duke,79,6,Southern California,69
2000,4,5,Florida,77,3,Oklahoma State,65
2000,4,8,North Carolina,59,7,Tulsa,55
2000,4,1,Michigan State,75,2,Iowa State,64
2000,4,8,Wisconsin,64,6,Purdue,60
1999,4,1,Michigan State,73,3,Kentucky,66
1999,4,1,Duke,85,6,Temple,64
1999,4,4,Ohio State,77,3,St. John's,74
1999,4,1,Connecticut,67,10,Gonzaga,62
1998,4,1,Duke,84,2,Kentucky,86
1998,4,8,Rhode Island,77,3,Stanford,79
1998,4,1,Arizona,51,3,Utah,76
1998,4,1,North Carolina,75,2,Connecticut,64
1997,4,4,Arizona,96,10,Providence,92
1997,4,1,North Carolina,97,6,Louisville,74
1997,4,1,Kentucky,72,2,Utah,59
1997,4,1,Minnesota,80,2,UCLA,72
1996,4,4,Syracuse,60,2,Kansas,57
1996,4,5,Mississippi State,73,2,Cincinnati,63
1996,4,1,Kentucky,83,2,Wake Forest,63
1996,4,1,Massachusetts,86,2,Georgetown,62
1995,4,4,Oklahoma State,68,2,Massachusetts,54
1995,4,4,Virginia,61,2,Arkansas,68
1995,4,1,Kentucky,61,2,North Carolina,74
1995,4,1,UCLA,102,2,Connecticut,96
1994,4,1,Arkansas,76,3,Michigan,68
1994,4,9,Boston College,66,3,Florida,74
1994,4,1,Missouri,72,2,Arizona,92
1994,4,1,Purdue,60,2,Duke,69
1993,4,1,North Carolina,75,2,Cincinnati,68
1993,4,1,Michigan,77,7,Temple,72
1993,4,1,Indiana,77,2,Kansas,83
1993,4,1,Kentucky,106,3,Florida State,81
1992,4,1,Ohio State,71,6,Michigan,75
1992,4,4,Cincinnati,88,6,Memphis,57
1992,4,1,UCLA,79,2,Indiana,106
1992,4,1,Duke,104,2,Kentucky,103
1991,4,4,St. John's,61,2,Duke,78
1991,4,1,North Carolina,75,10,Temple,72
1991,4,1,Arkansas,81,3,Kansas,93
1991,4,1,UNLV,77,3,Seton Hall,65
1990,4,1,UNLV,131,11,Loyola Marymount,101
1990,4,4,Georgia Tech,93,6,Minnesota,91
1990,4,1,Connecticut,78,3,Duke,79
1990,4,4,Arkansas,88,10,Texas,85
1989,4,1,Georgetown,77,2,Duke,85
1989,4,1,Illinois,89,2,Syracuse,86
1989,4,4,UNLV,61,3,Seton Hall,84
1989,4,5,Virginia,65,3,Michigan,102
1988,4,1,Arizona,70,2,North Carolina,52
1988,4,4,Kansas State,58,6,Kansas,71
1988,4,1,Oklahoma,78,6,Villanova,59
1988,4,1,Temple,53,2,Duke,63
1987,4,1,UNLV,84,2,Iowa,81
1987,4,1,Indiana,77,10,LSU,76
1987,4,1,North Carolina,75,2,Syracuse,79
1987,4,1,Georgetown,73,6,Providence,88
1986,4,1,Duke,71,7,Navy,50
1986,4,1,Kansas,75,6,North Carolina State,67
1986,4,1,Kentucky,57,11,LSU,59
1986,4,8,Auburn,76,2,Louisville,84
1985,4,1,St. John's,69,3,North Carolina State,60
1985,4,8,Villanova,56,2,North Carolina,44
1985,4,1,Georgetown,60,2,Georgia Tech,54
1985,4,1,Oklahoma,61,2,Memphis,63
2017,5,7,South Carolina,73,1,Gonzaga,77
2017,5,3,Oregon,76,1,North Carolina,77
2016,5,2,Villanova,95,2,Oklahoma,51
2016,5,1,North Carolina,83,10,Syracuse,66
2015,5,1,Kentucky,64,1,Wisconsin,71
2015,5,7,Michigan State,61,1,Duke,81
2014,5,1,Florida,53,7,Connecticut,63
2014,5,2,Wisconsin,73,8,Kentucky,74
2013,5,4,Michigan,61,4,Syracuse,56
2013,5,1,Louisville,72,9,Wichita State,68
2012,5,1,Kentucky,69,4,Louisville,61
2012,5,2,Ohio State,62,2,Kansas,64
2011,5,11,Virginia Commonwealth,62,8,Butler,70
2011,5,4,Kentucky,55,3,Connecticut,56
2010,5,5,Michigan State,50,5,Butler,52
2010,5,2,West Virginia,57,1,Duke,78
2009,5,2,Michigan State,82,1,Connecticut,73
2009,5,3,Villanova,69,1,North Carolina,83
2008,5,1,Memphis,78,1,UCLA,63
2008,5,1,North Carolina,66,1,Kansas,84
2007,5,2,Georgetown,60,1,Ohio State,67
2007,5,1,Florida,76,2,UCLA,66
2006,5,4,LSU,45,2,UCLA,59
2006,5,11,George Mason,58,3,Florida,73
2005,5,1,North Carolina,87,5,Michigan State,71
2005,5,1,Illinois,75,4,Louisville,58
2004,5,3,Georgia Tech,67,2,Oklahoma State,65
2004,5,1,Duke,78,2,Connecticut,79
2003,5,1,Texas,84,3,Syracuse,95
2003,5,3,Marquette,61,2,Kansas,94
2002,5,5,Indiana,73,2,Oklahoma,64
2002,5,1,Maryland,97,1,Kansas,88
2001,5,2,Arizona,80,1,Michigan State,61
2001,5,1,Duke,95,3,Maryland,84
2000,5,8,Wisconsin,41,1,Michigan State,53
2000,5,5,Florida,71,8,North Carolina,59
1999,5,1,Duke,68,1,Michigan State,62
1999,5,4,Ohio State,58,1,Connecticut,64
1998,5,3,Stanford,85,2,Kentucky,86
1998,5,1,North Carolina,59,3,Utah,65
1997,5,1,Kentucky,78,1,Minnesota,69
1997,5,1,North Carolina,58,4,Arizona,66
1996,5,1,Massachusetts,74,1,Kentucky,81
1996,5,5,Mississippi State,69,4,Syracuse,77
1995,5,4,Oklahoma State,61,1,UCLA,74
1995,5,2,Arkansas,75,2,North Carolina,68
1994,5,2,Arizona,82,1,Arkansas,91
1994,5,3,Florida,65,2,Duke,70
1993,5,1,North Carolina,78,2,Kansas,68
1993,5,1,Kentucky,78,1,Michigan,81
1992,5,4,Cincinnati,72,6,Michigan,76
1992,5,1,Duke,81,2,Indiana,78
1991,5,1,North Carolina,73,3,Kansas,79
1991,5,1,UNLV,77,2,Duke,79
1990,5,3,Duke,97,4,Arkansas,83
1990,5,4,Georgia Tech,81,1,UNLV,90
1989,5,1,Illinois,81,3,Michigan,83
1989,5,2,Duke,78,3,Seton Hall,95
1988,5,1,Arizona,78,1,Oklahoma,86
1988,5,6,Kansas,66,2,Duke,59
1987,5,1,UNLV,93,1,Indiana,97
1987,5,6,Providence,63,2,Syracuse,77
1986,5,11,LSU,77,2,Louisville,88
1986,5,1,Duke,71,1,Kansas,67
1985,5,1,St. John's,59,1,Georgetown,77
1985,5,2,Memphis,45,8,Villanova,52
2017,6,1,Gonzaga,65,1,North Carolina,71
2016,6,2,Villanova,77,1,North Carolina,74
2015,6,1,Wisconsin,63,1,Duke,68
2014,6,7,Connecticut,60,8,Kentucky,54
2013,6,1,Louisville,82,4,Michigan,76
2012,6,1,Kentucky,67,2,Kansas,59
2011,6,3,Connecticut,53,8,Butler,41
2010,6,5,Butler,59,1,Duke,61
2009,6,2,Michigan State,72,1,North Carolina,89
2008,6,1,Kansas,75,1,Memphis,68
2007,6,1,Florida,84,1,Ohio State,75
2006,6,2,UCLA,57,3,Florida,73
2005,6,1,Illinois,70,1,North Carolina,75
2004,6,3,Georgia Tech,73,2,Connecticut,82
2003,6,2,Kansas,78,3,Syracuse,81
2002,6,5,Indiana,52,1,Maryland,64
2001,6,2,Arizona,72,1,Duke,82
2000,6,1,Michigan State,89,5,Florida,76
1999,6,1,Duke,74,1,Connecticut,77
1998,6,3,Utah,69,2,Kentucky,78
1997,6,1,Kentucky,79,4,Arizona,84
1996,6,4,Syracuse,67,1,Kentucky,76
1995,6,2,Arkansas,78,1,UCLA,89
1994,6,1,Arkansas,76,2,Duke,72
1993,6,1,Michigan,71,1,North Carolina,77
1992,6,6,Michigan,51,1,Duke,71
1991,6,2,Duke,72,3,Kansas,65
1990,6,1,UNLV,103,3,Duke,73
1989,6,3,Michigan,80,3,Seton Hall,79
1988,6,6,Kansas,83,1,Oklahoma,79
1987,6,1,Indiana,74,2,Syracuse,73
1986,6,2,Louisville,72,1,Duke,69
1985,6,1,Georgetown,64,8,Villanova,66
