Year,Team,Conf,Seed,Wins,Losses,KenPom,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM,AdjO_rank,AdjD_rank,AdjT_rank,Luck_rank,SOS AdjEM_rank,OppO_rank,OppD_rank,NCSOS AdjEM_rank
2018,TCU,B12,6,21,12,23,18.53,119.7,101.2,68.6,-0.067,9.87,111,101.1,-0.7,11,99,157,323,24,18,42,181
2018,Nevada,MWC,7,28,7,24,18.13,120.1,102,69.5,-0.021,4.47,106.9,102.5,3.89,8,107,101,233,77,92,70,66
2018,Saint Mary's,WCC,,29,5,25,17.88,120,102.1,63.8,0.004,-1.93,104.1,106,-4.04,10,111,341,162,190,196,190,291
2018,Seton Hall,BE,8,22,12,26,17.85,117,99.1,69.5,-0.028,10.11,110.6,100.5,0.13,17,64,102,260,20,27,20,155
2018,Arizona,P12,4,27,8,27,17.59,118.2,100.6,67.2,0.036,5.98,108.6,102.6,2.65,15,86,221,86,67,63,72,87
2018,Penn St.,B10,,23,13,28,17.58,112.6,95.1,67.5,-0.063,6.88,109.4,102.5,-6.28,57,16,210,317,60,47,71,323
2018,Texas A&M,SEC,7,21,12,29,16.85,111.2,94.4,69.1,0.003,11.13,111.7,100.5,5.18,70,12,118,171,8,6,21,38
2018,Creighton,BE,8,21,12,30,16.77,115.6,98.8,70.8,-0.028,9.42,111,101.6,-4.08,26,57,57,258,31,22,53,292
2018,Baylor,B12,,19,14,31,16.44,111,94.6,66.8,-0.065,10.32,111.4,101.1,-3.63,71,14,245,320,17,9,37,280
2018,Florida St.,ACC,9,21,11,32,16.21,115.1,98.9,71.7,-0.028,7.84,108.8,101,-6.73,32,59,33,259,54,59,35,329
2018,Louisville,ACC,,21,13,33,16.1,112.2,96.1,69.8,-0.012,8.85,109.9,101.1,-2.35,58,29,91,209,40,40,36,232
2018,Virginia Tech,ACC,8,21,12,34,16,115.4,99.4,68.7,-0.018,7.97,109.4,101.4,-9.63,29,70,148,228,52,45,49,344
2018,Notre Dame,ACC,,21,15,35,15.74,115,99.3,65.4,-0.058,8.69,110,101.3,-1.48,34,66,312,306,42,36,47,197
2018,Loyola Chicago,MVC,11,30,5,36,15.63,111.6,96,65.1,0.075,1.03,104.1,103,-5.61,61,28,318,25,122,201,78,315
2018,Texas,B12,10,19,15,37,15.5,109.6,94.1,65.2,-0.03,11.99,111.7,99.7,2.22,91,10,315,262,2,5,6,96
2018,Kansas St.,B12,9,23,11,38,15.36,112,96.6,65.6,0.06,9.31,111.3,101.9,-6.33,59,34,305,54,33,12,60,324
2018,Miami FL,ACC,6,22,10,39,15.33,112.9,97.5,67,0.017,8.09,109.3,101.2,-3.63,54,47,231,129,50,49,46,281
2018,Middle Tennessee,CUSA,,25,7,40,15.26,111.3,96,66.6,-0.003,3.09,107.4,104.3,7.98,68,27,251,184,87,81,112,13
2018,Arkansas,SEC,7,23,12,41,14.9,116.6,101.7,69.7,0.059,10.25,110.8,100.5,1.11,20,106,94,56,18,25,19,137
2018,Maryland,B10,,19,13,42,14.82,114.2,99.3,66.3,-0.046,8.11,108.9,100.8,-4.13,42,68,266,288,49,56,27,293
2018,Missouri,SEC,8,20,13,43,14.8,112,97.2,65.7,-0.025,9.66,110,100.3,1.07,60,41,296,249,28,37,14,138
2018,Davidson,A10,12,21,12,44,14.73,117.1,102.4,64.5,-0.063,2.27,105.9,103.6,1.56,16,120,332,318,102,117,90,118
2018,North Carolina St.,ACC,9,21,12,45,14.36,116.4,102,71.4,-0.001,7.66,108.7,101.1,-9.54,23,108,39,181,55,61,39,342
2018,USC,P12,,24,11,46,14.33,114.7,100.3,67.8,-0.005,5.04,108.3,103.2,1.63,40,84,199,191,74,68,82,115
2018,Oklahoma,B12,10,18,14,47,14.24,114.8,100.6,75.6,-0.008,11.92,111.6,99.6,2.16,39,85,4,201,3,7,4,99
2018,San Diego St.,MWC,11,22,11,48,14.11,110.6,96.5,68.8,-0.032,3.62,107.5,103.9,-0.47,76,33,143,265,83,77,96,173
2018,Syracuse,ACC,11,22,13,49,14.04,106.9,92.9,63.1,0.023,8.87,111,102.1,-0.08,138,6,344,116,39,21,64,166
2018,Arizona St.,P12,11,20,12,50,14.02,116.8,102.7,71.3,-0.083,5.52,107.6,102.1,1.32,18,124,42,340,70,76,62,126
2018,Rhode Island,A10,7,26,8,51,13.95,111.3,97.3,68.4,0.063,3.62,107.8,104.2,3.96,67,44,171,43,82,74,105,63
2018,Western Kentucky,CUSA,,25,10,52,13.78,113.8,100.1,68.7,-0.005,2.59,106.4,103.8,3.89,47,80,147,193,98,105,92,67
2018,Marquette,BE,,20,13,53,13.66,118.6,104.9,69.2,0.026,10.09,111.2,101.1,-0.39,14,170,115,110,21,15,38,171
2018,Alabama,SEC,9,20,16,54,13.61,108.9,95.3,68.8,0.017,11.52,111.2,99.7,2.86,105,19,145,131,4,14,5,85
2018,Oklahoma St.,B12,,20,14,55,13.53,111.6,98.1,68.8,-0.001,9.65,111.1,101.5,-5.2,63,53,142,180,29,16,51,311
2018,UCLA,P12,11,21,12,56,13.39,115,101.6,70.4,-0.027,6.43,108.3,101.8,3.12,33,104,69,256,61,70,56,81
2018,Nebraska,B10,,22,11,57,13.25,110.7,97.4,67.4,0.055,6.98,108.4,101.4,-3.19,75,46,214,59,58,64,50,265
2018,New Mexico St.,WAC,12,28,6,58,13.04,108.1,95.1,68.5,0.027,-1.15,104.2,105.4,4,116,17,164,103,170,190,156,61
2018,Boise St.,MWC,,23,9,59,12.83,110,97.2,68.9,-0.006,2.31,106.7,104.4,-1.8,81,42,141,194,101,99,116,213
2018,Mississippi St.,SEC,,23,11,60,12.57,109.5,96.9,67.6,0.035,5.92,108.1,102.2,-10.47,93,37,208,89,68,71,66,345
2018,LSU,SEC,,18,14,61,12.5,115.2,102.7,68.6,-0.02,8.39,110,101.6,-2.85,30,125,158,231,45,38,54,249
2018,Murray St.,OVC,12,26,6,62,12.25,113.1,100.8,67.2,-0,-3.39,103.1,106.5,-0.78,51,94,220,177,242,256,220,182
2018,Old Dominion,CUSA,,25,7,63,11.99,108.9,96.9,64.5,0.041,-1.28,104.5,105.7,-3.3,102,38,330,77,174,182,174,270
2018,Providence,BE,10,21,14,64,11.96,109,97,67.2,0.074,10.53,111.7,101.2,-1.32,101,40,222,27,14,3,44,193
2018,Georgia,SEC,,18,15,65,11.9,107.8,95.9,64.4,0.01,10.51,111.3,100.8,0.84,122,26,334,145,15,11,29,143
2018,Buffalo,MAC,13,27,9,66,11.62,114.9,103.3,72.7,0.006,0.15,105.3,105.2,3.94,35,135,17,158,137,142,145,64
2018,Utah,P12,,20,11,67,11.42,111.4,100,65.7,0.021,5.2,108.3,103.1,-1.13,65,78,299,123,73,69,80,186
2018,St. Bonaventure,A10,11,26,8,68,11.18,110.9,99.7,69.5,0.078,2.9,107.2,104.3,1.26,74,72,104,22,93,86,111,130
2018,Louisiana Lafayette,SB,,27,7,69,11.09,112.8,101.7,70.7,0.033,-2.49,103.7,106.2,-0.59,55,105,59,93,215,224,196,177
2018,BYU,WCC,,24,11,70,10.93,108.8,97.9,67.9,0.006,1.17,106.9,105.7,-2.07,107,51,190,161,119,94,171,221
2018,Wisconsin,B10,,15,18,71,10.58,109.9,99.3,62.7,-0.068,9.91,111,101.1,0.07,82,67,347,326,23,19,40,160
2018,Indiana,B10,,16,15,72,10.38,109.5,99.2,66.6,-0.025,7.89,109.8,101.9,-2.57,92,65,254,252,53,43,59,240
2018,Oregon,P12,,23,12,73,10.22,110.9,100.7,67,0.014,3.05,107.7,104.6,-5.95,73,92,233,139,89,75,120,318
2018,Vermont,AE,,27,8,74,10.22,113.9,103.6,64.1,-0.009,-2.87,102.7,105.6,4.65,45,142,338,204,229,270,165,48
2018,Montana,BSky,14,26,8,75,10.21,108.9,98.7,68.1,-0,-1.98,104.1,106.1,2.11,103,56,183,176,192,194,194,101
2018,St. John's,BE,,16,17,76,10.14,106.6,96.4,69.4,-0.016,11.11,111.7,100.6,3.16,141,31,108,222,9,4,22,79
2018,South Dakota St.,Sum,12,28,7,77,10.13,113.9,103.8,70.5,0.097,-0.03,106,106,3.69,44,148,62,14,141,113,191,73
2018,Fresno St.,MWC,,21,11,78,10.04,109.8,99.8,66.6,-0.057,0.94,106,105,-6.17,83,73,253,304,124,114,136,321
2018,South Carolina,SEC,,17,16,79,9.99,105.8,95.8,68.7,0.003,9.84,110.2,100.4,0.93,158,24,151,169,25,33,16,142
2018,Boston College,ACC,,19,16,80,9.94,113.1,103.1,70.1,0.004,8.31,109.2,100.9,-7.03,52,129,73,166,46,50,31,335
2018,South Dakota,Sum,,26,9,81,9.67,109.1,99.4,71,-0.048,-3.03,104.8,107.8,-1.65,99,69,51,293,235,169,290,206
2018,UNC Greensboro,SC,13,27,8,82,9.61,105.2,95.6,65.2,-0.024,-4.07,104.1,108.1,-3.16,169,22,316,244,262,202,311,263
2018,Belmont,OVC,,24,9,83,9.17,112.9,103.8,67,-0.004,-3.06,103.3,106.4,1.54,53,146,237,187,237,243,210,119
2018,SMU,Amer,,17,16,84,8.67,109.7,101,64.3,-0.102,2.58,105.6,103,-3.84,88,98,335,347,99,131,76,286
2018,Temple,Amer,,17,16,85,8.38,108.5,100.2,67.6,0.028,8.67,109.1,100.4,9.17,110,82,206,102,44,53,18,9
2018,Stanford,P12,,19,15,86,8.32,108.2,99.8,70.9,0.026,6.05,109.1,103.1,3.77,115,75,52,106,66,51,81,70
2018,Northwestern,B10,,15,17,87,8.29,109.2,100.9,63.9,-0.068,8.68,109,100.3,-1.86,98,95,340,327,43,54,15,215
2018,Utah Valley,WAC,,23,10,88,8.25,110.6,102.3,68.2,0.009,-1.99,102.7,104.6,1.52,77,118,180,151,194,273,123,120
2018,Vanderbilt,SEC,,12,20,89,8.09,115.5,107.4,65.8,-0.08,11.38,111.1,99.7,4.61,28,217,289,336,5,17,7,51
2018,Iowa,B10,,14,19,90,7.93,116.6,108.7,70.3,-0.09,8.15,109.3,101.2,-4.02,21,247,71,341,48,48,43,290
2018,Wake Forest,ACC,,11,20,91,7.82,111,103.1,69.5,-0.12,9.03,109.4,100.4,-1.19,72,131,103,350,38,46,17,189
2018,East Tennessee St.,SC,,25,9,92,7.78,105.6,97.8,67.6,-0,-3.79,103.9,107.7,-1.51,164,49,203,179,252,210,284,200
2018,Furman,SC,,23,10,93,7.75,109.3,101.5,68.6,-0.005,-4.06,103.4,107.5,-0.49,97,102,154,192,261,237,273,174
2018,Northern Kentucky,Horz,,22,10,94,7.61,107.5,99.9,68.6,-0.073,-4.26,102.6,106.9,2.14,127,76,155,333,269,274,247,100
2018,Northeastern,CAA,,23,10,95,7.37,108,100.6,67,0.03,-1.1,106.4,107.5,4.25,119,88,234,96,168,104,270,58
2018,Bucknell,Pat,14,25,10,96,7.34,109.6,102.3,71.4,0.006,-4.22,103,107.2,5.95,90,113,40,160,268,260,259,31
2018,Georgetown,BE,,15,15,97,7.13,109.8,102.6,70.5,-0.046,6.13,108.4,102.3,-17.96,84,121,64,287,64,65,67,351
2018,Georgia St.,SB,15,24,11,98,6.95,109,102,66.8,-0.015,-2.36,103.6,105.9,-3.02,100,109,244,219,207,229,185,260
2018,Oregon St.,P12,,16,16,99,6.91,108.5,101.6,65.5,-0.083,3.06,107.4,104.3,-7.15,112,103,306,339,88,83,113,336
2018,Marshall,CUSA,13,25,10,100,6.84,109.7,102.9,74.8,0.045,-0.55,105.3,105.8,-6.8,86,126,6,69,155,144,179,330
2018,DePaul,BE,,11,20,101,6.82,104.6,97.8,69.8,-0.103,9.71,111.3,101.6,-4.23,182,50,88,348,27,10,55,296
2018,Washington,P12,,21,12,102,6.73,105.7,99,69.8,0.09,4.29,108.1,103.8,-0.23,160,62,87,19,79,72,94,167
2018,Iowa St.,B12,,13,18,103,6.64,110.1,103.5,69,-0.009,10.92,110.7,99.8,-3.01,79,136,130,202,12,26,8,258
2018,Illinois,B10,,14,18,104,6.57,109.7,103.2,69.9,-0.093,7.35,108.3,101,-2.99,87,132,82,343,56,67,34,256
2018,New Mexico,MWC,,19,15,105,6.47,113.4,107,71.3,-0.022,2.78,106.1,103.3,1.49,49,208,43,237,96,111,84,122
2018,Mississippi,SEC,,12,20,106,6.46,111.4,104.9,70.1,-0.053,9.8,109.9,100.1,0.82,66,169,77,298,26,42,11,145
2018,UNLV,MWC,,20,13,107,6.33,111.5,105.1,72.4,-0.012,0.87,106.1,105.3,-5.1,64,174,21,210,128,110,151,308
2018,UAB,CUSA,,20,13,108,6.2,109.8,103.6,67.7,-0.047,-0.93,104.6,105.5,-6.8,85,140,201,291,166,177,161,332
2018,Tulsa,Amer,,19,12,109,6.15,108.5,102.3,67.3,0.029,0.94,105.8,104.9,-1.74,113,114,219,101,125,118,131,210
2018,Northern Colorado,BSky,,22,12,110,5.77,107.1,101.4,71.3,-0.044,-1.42,104.9,106.4,1.5,134,100,45,285,178,160,211,121
2018,UCF,Amer,,19,13,111,5.73,99.1,93.3,64.5,0.062,2.76,106.8,104,-2.25,279,8,333,48,97,96,101,230
2018,Stephen F. Austin,Slnd,14,28,7,112,5.53,104.7,99.1,71.2,0.031,-7.07,100.8,107.9,-2.18,180,63,48,95,319,330,294,223
2018,Toledo,MAC,,23,11,113,5.39,114.1,108.7,68.5,0.049,-1.74,104.1,105.9,-1.83,43,248,165,65,183,193,181,214
2018,College of Charleston,CAA,13,26,8,114,5.24,108.9,103.7,64.9,0.035,-3.89,105.1,108.9,-7.54,104,143,323,90,255,153,332,337
2018,Colorado,P12,,17,15,115,5.15,105,99.9,67.8,0.068,6.28,110.2,103.9,0.13,174,77,196,35,63,31,99,156
2018,Saint Joseph's,A10,,16,16,116,5.04,105.7,100.7,70.6,-0.052,0.81,105.5,104.7,2.04,161,90,61,296,129,135,124,106
2018,Minnesota,B10,,15,17,117,4.99,108.9,103.9,69.9,-0.02,6.88,108.9,102.1,-4.96,106,151,85,232,59,55,61,304
2018,Wyoming,MWC,,20,13,118,4.95,105.7,100.8,73.5,0.068,3.52,107.4,103.9,2.39,159,93,12,34,84,82,98,93
2018,Grand Canyon,WAC,,22,12,119,4.72,102.4,97.7,69,-0.066,-6.61,100.2,106.8,-11.14,221,48,122,321,311,336,242,346
2018,Georgia Tech,ACC,,13,19,120,4.68,103.6,98.9,66.1,-0.022,8.01,108.9,100.9,-5.7,199,61,275,238,51,58,30,316
2018,Missouri St.,MVC,,18,15,121,4.62,108.4,103.8,65.5,-0.046,1,104.1,103.1,-3.01,114,149,307,289,123,203,79,259
2018,UC Santa Barbara,BW,,23,9,122,4.4,111.6,107.2,66.7,0.034,-3.59,102.1,105.7,-0.51,62,212,248,91,248,294,170,176
2018,Northern Iowa,MVC,,16,16,123,4.32,103.2,98.8,62.7,-0.032,4.53,107,102.4,6.17,211,58,348,266,76,91,69,28
2018,San Diego,WCC,,20,13,124,4.07,104.1,100,66.7,-0.011,-0.33,104.9,105.2,-2.78,189,79,247,208,147,167,144,247
2018,Bradley,MVC,,20,13,125,3.83,104.4,100.6,65.8,0.042,1.07,104.9,103.8,-4.32,186,87,288,75,121,163,95,297
2018,Penn,Ivy,16,24,9,126,3.66,103.2,99.5,68.9,0.076,-4.03,103.9,107.9,-2.85,208,71,132,23,258,213,297,248
2018,Florida Gulf Coast,ASun,,23,12,127,3.52,107.7,104.2,71.6,-0.059,-6.8,102.6,109.4,-0.51,125,157,36,310,317,280,341,175
2018,Idaho,BSky,,22,9,128,3.45,109.3,105.8,65.6,0.039,-3.94,103.3,107.2,-2.94,96,184,300,80,257,242,260,251
2018,UT Arlington,SB,,21,13,129,3.33,105.6,102.3,72.8,0.009,-1.29,104.3,105.6,-1.24,163,115,15,152,176,185,169,192
2018,UC Davis,BW,,22,11,130,3.28,104.3,101,66.5,0.041,-0.88,103.9,104.8,4.25,187,97,260,76,165,209,127,57
2018,Canisius,MAAC,,21,12,131,3.05,107.3,104.3,68.9,-0.034,-4.68,102.6,107.2,-2.73,131,159,131,270,276,281,261,246
2018,Rutgers,B10,,15,19,132,2.96,99.3,96.3,66,-0.043,5.56,108.3,102.8,-14.24,274,30,281,284,69,66,74,348
2018,Eastern Michigan,MAC,,22,12,133,2.79,102.9,100.1,65,0.004,-2.43,105.7,108.1,-2.21,214,81,321,165,211,127,308,226
2018,Evansville,MVC,,17,15,134,2.72,99.4,96.7,65.7,0.015,1.38,105.5,104.2,-3.33,272,36,295,137,112,134,106,272
2018,Southern Illinois,MVC,,20,13,135,2.68,106.2,103.5,66.6,0.073,1.26,104.7,103.4,-3.94,149,139,252,29,117,173,86,289
2018,Mercer,SC,,19,14,136,2.65,112.7,110,63.9,-0.057,-2.85,103,105.9,0.09,56,272,339,303,227,258,183,159
2018,Iona,MAAC,15,20,14,137,2.61,110.1,107.5,70.7,-0.008,-2.02,103.3,105.3,2.18,80,219,60,199,195,240,152,98
2018,Eastern Washington,BSky,,20,15,138,2.58,107.4,104.8,66.6,-0.004,0.15,105.5,105.3,6.25,129,167,256,186,138,137,153,27
2018,Utah St.,MWC,,17,17,139,2.52,107.3,104.8,66.8,-0.014,2.81,106.9,104.1,-0.88,132,165,243,214,95,93,102,184
2018,Wright St.,Horz,14,25,10,140,2.51,100.5,98,68.3,0.074,-4.05,102.7,106.8,2.26,252,52,173,26,260,269,240,94
2018,Indiana St.,MVC,,13,18,141,2.41,104.7,102.3,70,-0.097,3.03,105.2,102.2,1.88,178,116,80,346,90,146,65,110
2018,Harvard,Ivy,,18,14,142,2.38,100.8,98.4,65.6,-0.008,-0.79,105.6,106.4,3.55,247,55,302,200,162,130,214,76
2018,VCU,A10,,18,15,143,2.26,106.2,104,70.9,0.015,0.63,105.5,104.8,1.27,148,153,53,135,132,139,129,128
2018,Jacksonville St.,OVC,,22,12,144,2.24,102.1,99.8,66.1,-0.014,-4.86,103.5,108.4,-9.18,231,74,277,216,280,230,318,340
2018,Rider,MAAC,,22,10,145,2.23,109.4,107.1,73.8,0.088,-2.67,103.3,105.9,0.4,95,210,8,20,218,245,186,152
2018,UC Irvine,BW,,18,17,146,2.21,100.3,98.1,67,-0.025,1.29,105.9,104.6,9.19,256,54,236,250,116,115,122,8
2018,Illinois St.,MVC,,18,15,147,2.19,105.7,103.5,68.9,0.116,4.91,106.3,101.4,6.69,162,137,133,6,75,107,48,23
2018,Saint Louis,A10,,17,16,148,2.08,102.2,100.2,64.1,0.003,1.35,107.1,105.7,1.11,226,83,336,168,114,89,172,136
2018,San Francisco,WCC,,19,15,149,1.95,102.6,100.6,66.8,0.053,0.67,107.1,106.4,-1.51,218,89,241,61,131,87,217,199
2018,Louisiana Tech,CUSA,,17,16,150,1.83,107,105.2,67.4,-0.067,-0.43,104.2,104.6,-3.25,137,176,216,325,151,192,121,267
2018,Albany,AE,,22,10,151,1.7,107.2,105.5,66.2,0.007,-6.37,101.7,108,-5.05,133,179,273,157,308,305,302,305
2018,Valparaiso,MVC,,15,17,152,1.66,103.1,101.4,69.7,-0.053,1.64,105.2,103.6,-2.48,212,101,92,299,110,147,88,238
2018,Georgia Southern,SB,,21,12,153,1.64,106.1,104.4,68.9,0.015,-2.39,103.1,105.5,-1.4,154,161,136,136,210,255,158,195
2018,Towson,CAA,,18,14,154,1.28,106.1,104.8,68,-0.07,-2.68,105.1,107.7,-2.19,152,166,189,330,219,152,285,225
2018,Winthrop,BSth,,19,12,155,1.12,106.3,105.2,71.6,-0.037,-5.15,101.9,107.1,2.42,145,177,34,275,286,302,252,91
2018,La Salle,A10,,13,19,156,1.04,105,104,69,-0.072,1.29,105.8,104.5,2.4,175,152,129,332,115,121,117,92
2018,Wofford,SC,,21,13,157,0.99,109.4,108.5,66.2,0.043,-2.09,104.1,106.2,2.25,94,238,272,71,198,197,198,95
2018,Hofstra,CAA,,19,12,158,0.99,111.2,110.2,68.9,0.062,-1.64,105.7,107.3,2.09,69,279,135,49,182,128,265,102
2018,Drake,MVC,,17,16,159,0.97,106.1,105.1,68.3,0.024,1.86,105.4,103.5,-0.32,151,175,178,114,106,141,87,170
2018,Memphis,Amer,,21,13,160,0.94,107.7,106.8,66.6,0.135,0.71,104.9,104.2,-6.06,123,200,257,2,130,165,108,319
2018,Cal St. Fullerton,BW,15,20,12,161,0.82,104.1,103.2,69.6,0.097,-0.87,104,104.9,3.32,190,133,98,15,164,205,132,78
2018,Weber St.,BSky,,20,11,162,0.79,106.8,106,67.6,0.037,-2.89,104,106.9,0.06,139,186,204,85,231,204,248,161
2018,Central Michigan,MAC,,21,14,163,0.73,110.2,109.5,67.5,-0.022,-3.18,103.6,106.8,-9.26,78,263,212,235,238,228,234,341
2018,UTSA,CUSA,,20,14,164,0.7,105.4,104.7,71.8,0.049,-0.49,104.2,104.7,1.48,167,164,28,66,153,189,125,123
2018,Portland St.,BSky,,20,14,165,0.58,108.1,107.5,74.6,0.022,-0.67,105.1,105.7,3.63,117,218,7,117,159,150,175,74
2018,Lipscomb,ASun,15,23,10,166,0.5,103.4,102.9,74.9,0.112,-4.14,103.4,107.6,6.03,203,128,5,7,265,234,278,29
2018,Fort Wayne,Sum,,18,15,167,0.44,107.8,107.4,72.6,-0.072,-2.44,104.6,107.1,-2.23,121,216,18,331,213,175,253,228
2018,UMBC,AE,16,25,10,168,0.36,104.4,104.1,68.4,0.14,-4.89,102.6,107.5,-3.44,185,155,170,1,281,278,272,276
2018,Radford,BSth,16,23,13,169,0.27,103.2,102.9,63,0.063,-3.65,103.2,106.8,3.78,209,127,345,44,251,249,243,69
2018,Pacific,WCC,,14,18,170,0.13,107,106.9,66.3,-0.016,1.94,106.3,104.4,1.94,136,203,267,221,103,108,114,109
2018,William & Mary,CAA,,19,12,171,0.13,115.5,115.4,70,0.098,-0.58,105.7,106.3,3.77,27,335,78,12,156,124,203,71
2018,Tulane,Amer,,14,17,172,0.08,107,107,69,-0.018,0.92,104.9,104,-6.18,135,206,125,224,126,164,100,322
2018,Dayton,A10,,14,17,173,0.07,108.6,108.5,66.3,-0.004,1.54,105.8,104.2,1.68,109,240,269,188,111,120,110,113
2018,Ball St.,MAC,,19,13,174,0.03,103.5,103.5,69.9,0.06,-1.84,104.9,106.8,-1.39,201,138,83,55,187,162,235,194
2018,Connecticut,Amer,,14,18,175,-0.36,105.1,105.5,67,0.075,6.09,107.9,101.8,4.98,172,178,232,24,65,73,57,40
2018,North Texas,CUSA,,16,17,176,-0.39,103.9,104.3,66.9,-0.036,-0.22,103.9,104.1,0.71,193,158,239,272,145,211,104,148
2018,Troy,SB,,16,17,177,-0.42,106.2,106.7,68.3,-0.065,-1.11,103.9,105,0.01,147,198,175,319,169,212,135,163
2018,Liberty,BSth,,21,14,178,-0.45,104.5,104.9,63.1,-0.061,-6.37,102,108.4,-5.08,183,172,343,312,306,297,316,306
2018,North Dakota St.,Sum,,15,17,179,-0.46,105.1,105.6,66.5,-0.078,-0.05,106.4,106.5,1.6,171,181,262,335,142,103,221,116
2018,Oakland,Horz,,19,14,180,-0.57,107.4,107.9,70.3,0.011,-4.63,102.6,107.3,1.42,130,229,72,144,275,275,263,125
2018,Wagner,NEC,,23,10,181,-0.6,103.2,103.8,67.6,0.07,-8.24,101.4,109.6,0.03,206,150,205,30,334,315,343,162
2018,Richmond,A10,,12,20,182,-0.8,107.5,108.3,68,-0.022,2.85,106.7,103.9,5.5,126,235,188,236,94,100,97,34
2018,Monmouth,MAAC,,11,20,183,-1.2,103.7,104.9,70,-0.112,-0.71,105,105.8,5.24,196,168,79,349,161,154,176,36
2018,UNC Asheville,BSth,,21,13,184,-1.62,105.9,107.6,69.4,0.095,-2.94,103.7,106.6,5.98,156,222,107,17,232,225,228,30
2018,Nicholls St.,Slnd,,21,11,185,-1.64,103.4,105,73.5,0.037,-5.61,102.2,107.8,4.15,204,173,13,83,296,289,286,59
2018,Washington St.,P12,,12,19,186,-1.76,108.5,110.3,68.3,0.004,4.44,107.3,102.9,-1.53,111,280,177,163,78,84,75,201
2018,Austin Peay,OVC,,19,14,187,-1.84,105.2,107,69,0.068,-2.43,103.4,105.9,4.39,170,209,127,32,212,235,182,54
2018,Western Michigan,MAC,,17,15,188,-1.95,106.4,108.3,67.8,0.01,-1.76,104.6,106.4,-2.51,144,234,194,147,185,176,213,239
